pdb,reason,subgroup,temperature_k,ligand_len,receptor_len,size_source,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
4OZG,KEEP,TCR-pMHC,298.15,542.0,374.0,modeled_cache,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,0.9068030118942261,0.9531863331794739
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
2F54,KEEP,TCR-pMHC,298.15,283.0,446.0,modeled_cache,src\bridging\generatedData\pdb_cache\2F54.pdb,283.0,446.0,1.2724671363830566,1.4183731079101562
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
4MNQ,KEEP,TCR-pMHC,298.15,285.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\4MNQ.pdb,285.0,440.0,1.3621797561645508,1.3547937870025635
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3QIB,KEEP,TCR-pMHC,298.15,539.0,242.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIB.pdb,539.0,242.0,0.8614454865455627,0.898719847202301
3MV9,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV9.pdb,287.0,441.0,1.4395095109939575,1.4693915843963623
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
2BNR,KEEP,TCR-pMHC,298.15,285.0,444.0,modeled_cache,src\bridging\generatedData\pdb_cache\2BNR.pdb,285.0,444.0,1.2387267351150513,1.4178721904754639
3VXU,KEEP,TCR-pMHC,298.15,284.0,440.0,modeled_cache,src\bridging\generatedData\pdb_cache\3VXU.pdb,284.0,440.0,1.197832465171814,1.2797021865844727
4QOK,KEEP,TCR-pMHC,298.0,286.0,438.0,modeled_cache,src\bridging\generatedData\pdb_cache\4QOK.pdb,286.0,438.0,1.2968236207962036,1.3900574445724487
3TJH,KEEP,TCR-pMHC,298.15,376.0,239.0,modeled_cache,src\bridging\generatedData\pdb_cache\3TJH.pdb,376.0,239.0,0.8477023839950562,0.8634775876998901
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
3MV7,KEEP,TCR-pMHC,298.15,287.0,441.0,modeled_cache,src\bridging\generatedData\pdb_cache\3MV7.pdb,287.0,441.0,1.4177393913269043,1.4949067831039429
2P5E,KEEP,TCR-pMHC,298.15,285.0,435.0,modeled_cache,src\bridging\generatedData\pdb_cache\2P5E.pdb,285.0,435.0,1.2580084800720215,1.4135534763336182
3TF7,interface_too_small_for_N,TCR-pMHC,,,,,src\bridging\generatedData\pdb_cache\3TF7.pdb,407.0,175.0,3.0919902324676514,3.3784916400909424
3QIU,KEEP,TCR-pMHC,298.15,524.0,251.0,modeled_cache,src\bridging\generatedData\pdb_cache\3QIU.pdb,524.0,251.0,0.7601094841957092,0.8242971897125244
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
2VLJ,KEEP,TCR-pMHC,298.15,285.0,439.0,modeled_cache,src\bridging\generatedData\pdb_cache\2VLJ.pdb,285.0,439.0,1.530386209487915,1.447868824005127
4JRX,KEEP,TCR-pMHC,298.15,289.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\4JRX.pdb,289.0,442.0,1.467273235321045,1.4259177446365356
3KPS,KEEP,TCR-pMHC,298.15,285.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\3KPS.pdb,285.0,442.0,1.2911967039108276,1.3897548913955688
3KPS,KEEP,TCR-pMHC,298.15,285.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\3KPS.pdb,285.0,442.0,1.2911967039108276,1.3897548913955688
2OI9,too_few_CA,TCR-pMHC,,,,,src\bridging\generatedData\pdb_cache\2OI9.pdb,286.0,0.0,inf,inf
4PRI,KEEP,TCR-pMHC,298.15,287.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\4PRI.pdb,287.0,442.0,1.4218573570251465,1.4420500993728638
4PRI,KEEP,TCR-pMHC,298.15,287.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\4PRI.pdb,287.0,442.0,1.4218573570251465,1.4420500993728638
4PRI,KEEP,TCR-pMHC,298.15,287.0,442.0,modeled_cache,src\bridging\generatedData\pdb_cache\4PRI.pdb,287.0,442.0,1.4218573570251465,1.4420500993728638
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3PL6,KEEP,TCR-pMHC,298.15,554.0,257.0,modeled_cache,src\bridging\generatedData\pdb_cache\3PL6.pdb,554.0,257.0,0.7580350637435913,0.8023961186408997
3DXA,KEEP,TCR-pMHC,298.15,286.0,443.0,modeled_cache,src\bridging\generatedData\pdb_cache\3DXA.pdb,286.0,443.0,1.4003452062606812,1.4754647016525269
3DXA,KEEP,TCR-pMHC,298.15,286.0,443.0,modeled_cache,src\bridging\generatedData\pdb_cache\3DXA.pdb,286.0,443.0,1.4003452062606812,1.4754647016525269
3DXA,KEEP,TCR-pMHC,298.15,286.0,443.0,modeled_cache,src\bridging\generatedData\pdb_cache\3DXA.pdb,286.0,443.0,1.4003452062606812,1.4754647016525269
4H1L,KEEP,TCR-pMHC,298.15,370.0,357.0,modeled_cache,src\bridging\generatedData\pdb_cache\4H1L.pdb,370.0,357.0,1.1430795192718506,1.1430795192718506
