pdb,reason,temperature_k,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1JTG,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1LFD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1K8R,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3KUD,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1GUA,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1C1Y,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
4G0N,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1FFW,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
1FFW,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3NGB,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE8,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
3SE9,DUPLICATE_PDB_DROPPED_AFTER_FILTER,,,,,OTHER,,,,,
