pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
2I9B,too_small_partner_len,248.0,122.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2I9B.pdb,248.0,122.0,1.0824743509292603,1.630629539489746
2I9B,too_small_partner_len,265.0,122.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2I9B.pdb,265.0,122.0,1.063976526260376,1.6095106601715088
2IBF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IBF.pdb,44.0,258.0,inf,0.8957005143165588
2IFF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,
2IFG,KEEP,217.0,694.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IFG.pdb,217.0,694.0,0.9580938220024109,0.9547874331474304
2IHS,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IHS.pdb,15.0,203.0,inf,1.712525725364685
2IHS,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IHS.pdb,20.0,195.0,inf,1.5762242078781128
2IJ0,KEEP,236.0,385.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IJ0.pdb,236.0,385.0,1.1460275650024414,0.9203486442565918
2IJO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IJO.pdb,56.0,209.0,inf,1.2041895389556885
2IOU,KEEP,1016.0,2256.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IOU.pdb,1016.0,2256.0,0.8222532868385315,0.8209062218666077
2IWG,KEEP,362.0,414.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IWG.pdb,362.0,414.0,1.0633227825164795,1.110039234161377
2IXQ,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2IXQ.pdb,143.0,142.0,2.5669243335723877,2.678373098373413
2IY0,KEEP,232.0,226.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IY0.pdb,232.0,226.0,1.2428396940231323,1.0937488079071045
2IY1,too_small_partner_len,83.0,226.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IY1.pdb,83.0,226.0,1.6551477909088135,1.1015338897705078
2IY1,too_small_partner_len,83.0,226.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IY1.pdb,83.0,226.0,1.6664549112319946,1.0957027673721313
2IYB,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2IYB.pdb,114.0,64.0,1.5146757364273071,2.0302507877349854
2IYB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IYB.pdb,113.0,63.0,1.5780208110809326,inf
2IYB,too_small_partner_len,112.0,64.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2IYB.pdb,112.0,64.0,1.6054425239562988,1.979587435722351
2IYB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2IYB.pdb,112.0,63.0,1.5855680704116821,inf
2J0T,too_small_partner_len,124.0,161.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J0T.pdb,124.0,161.0,1.6549137830734253,1.310698390007019
2J0T,too_small_partner_len,124.0,162.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J0T.pdb,124.0,162.0,1.670910358428955,1.288745403289795
2J0T,too_small_partner_len,124.0,159.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J0T.pdb,124.0,159.0,1.6617110967636108,1.3342615365982056
2J59,too_small_partner_len,113.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,113.0,165.0,1.4600859880447388,1.6813119649887085
2J59,too_small_partner_len,114.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,114.0,165.0,1.4805753231048584,1.608685851097107
2J59,too_small_partner_len,114.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,114.0,165.0,1.4689345359802246,1.6764951944351196
2J59,too_small_partner_len,113.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,113.0,165.0,1.4780466556549072,1.6517494916915894
2J59,too_small_partner_len,111.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,111.0,165.0,1.4881377220153809,1.7033129930496216
2J59,too_small_partner_len,114.0,165.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J59.pdb,114.0,165.0,1.4708292484283447,1.6460645198822021
2J6E,KEEP,209.0,429.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J6E.pdb,209.0,429.0,1.7571299076080322,1.8470627069473267
2J6E,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2J6E.pdb,208.0,428.0,2.24943470954895,1.9187453985214233
2J7P,KEEP,265.0,292.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J7P.pdb,265.0,292.0,1.0866578817367554,1.0733526945114136
2J7P,KEEP,259.0,291.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J7P.pdb,259.0,291.0,1.0761884450912476,1.0741318464279175
2J8S,KEEP,309.0,3117.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J8S.pdb,309.0,3117.0,1.038150668144226,0.9483181834220886
2J8X,too_small_partner_len,83.0,230.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J8X.pdb,83.0,230.0,1.2797179222106934,1.2246547937393188
2J8X,too_small_partner_len,81.0,229.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2J8X.pdb,81.0,229.0,1.3141032457351685,1.2238953113555908
2JEL,too_small_partner_len,435.0,85.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JEL.pdb,435.0,85.0,1.559288740158081,1.7751741409301758
2JGZ,KEEP,260.0,288.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JGZ.pdb,260.0,288.0,1.1460126638412476,1.0982099771499634
2JIX,KEEP,214.0,430.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JIX.pdb,214.0,430.0,1.6583120822906494,1.3968302011489868
2JIX,KEEP,216.0,430.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JIX.pdb,216.0,430.0,1.9288331270217896,1.716159701347351
2JJS,too_small_partner_len,116.0,115.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JJS.pdb,116.0,115.0,1.6735769510269165,1.5225549936294556
2JJS,too_small_partner_len,119.0,115.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JJS.pdb,119.0,115.0,1.6816591024398804,1.5288548469543457
2JJT,too_small_partner_len,113.0,114.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JJT.pdb,113.0,114.0,1.6691519021987915,1.5487267971038818
2JJT,too_small_partner_len,114.0,114.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JJT.pdb,114.0,114.0,1.6410356760025024,1.5142581462860107
2JKI,too_small_partner_len,90.0,214.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JKI.pdb,90.0,214.0,1.8975218534469604,1.690284252166748
2JKI,too_small_partner_len,90.0,223.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JKI.pdb,90.0,223.0,1.8922064304351807,1.6181879043579102
2JKI,too_small_partner_len,90.0,214.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JKI.pdb,90.0,214.0,1.8982453346252441,1.6774879693984985
2JOD,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2JOD.pdb,106.0,33.0,1.2988947629928589,inf
2JT4,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2JT4.pdb,76.0,71.0,2.0623939037323,2.288179636001587
2JTI,too_small_partner_len,103.0,294.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JTI.pdb,103.0,294.0,1.6736676692962646,1.3845279216766357
2JTT,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2JTT.pdb,62.0,180.0,inf,0.8474805951118469
2JU0,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2JU0.pdb,52.0,175.0,inf,1.040358304977417
2JY6,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2JY6.pdb,76.0,52.0,1.9653056859970093,inf
2JZN,too_small_partner_len,165.0,266.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2JZN.pdb,165.0,266.0,1.451970100402832,1.2984845638275146
2K05,too_small_partner_len,70.0,136.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2K05.pdb,70.0,136.0,1.4977830648422241,0.7488621473312378
2K2S,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K2S.pdb,55.0,136.0,inf,1.0333517789840698
2K2U,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K2U.pdb,35.0,115.0,inf,1.6775060892105103
2K3S,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2K3S.pdb,67.0,119.0,2.3089027404785156,1.7750691175460815
2K3U,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K3U.pdb,20.0,91.0,inf,1.6938886642456055
2K42,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K42.pdb,36.0,72.0,inf,1.7826653718948364
2K5B,too_small_partner_len,129.0,210.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2K5B.pdb,129.0,210.0,1.5711030960083008,1.497534990310669
2K6D,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K6D.pdb,76.0,62.0,2.076209783554077,inf
2K79,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K79.pdb,108.0,63.0,1.704820156097412,inf
2K7A,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K7A.pdb,108.0,63.0,1.7173727750778198,inf
2K8B,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2K8B.pdb,80.0,76.0,2.004357099533081,1.8208118677139282
2K8C,too_small_partner_len,80.0,76.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2K8C.pdb,80.0,76.0,1.9712387323379517,1.999818205833435
2K8F,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2K8F.pdb,39.0,90.0,inf,1.3077678680419922
2KA4,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KA4.pdb,57.0,100.0,inf,0.9010448455810547
2KA6,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KA6.pdb,45.0,92.0,inf,1.1029963493347168
2KBW,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KBW.pdb,31.0,160.0,inf,1.1437381505966187
2KC8,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KC8.pdb,33.0,95.0,inf,1.1317075490951538
2KDE,too_small_partner_len,152.0,111.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2KDE.pdb,152.0,111.0,1.1757006645202637,1.4819186925888062
2KGX,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2KGX.pdb,91.0,174.0,2.0083231925964355,1.305598497390747
2KHS,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KHS.pdb,35.0,121.0,inf,1.2484809160232544
2KI4,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2KI4.pdb,96.0,133.0,2.2167375087738037,2.118201732635498
2KI4,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2KI4.pdb,97.0,133.0,2.1139285564422607,2.1646580696105957
2KJ4,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KJ4.pdb,32.0,87.0,inf,1.8130218982696533
2KNB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KNB.pdb,76.0,62.0,2.1359634399414062,inf
2KQS,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KQS.pdb,20.0,97.0,inf,1.5698246955871582
2KRI,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KRI.pdb,38.0,82.0,inf,2.427100658416748
2KT5,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KT5.pdb,40.0,124.0,inf,1.5979273319244385
2KTF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KTF.pdb,76.0,32.0,2.0046539306640625,inf
2KVQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KVQ.pdb,59.0,80.0,inf,1.7585564851760864
2KWI,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWI.pdb,56.0,178.0,inf,1.6514880657196045
2KWJ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWJ.pdb,19.0,114.0,inf,1.2588980197906494
2KWK,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWK.pdb,114.0,20.0,1.4990788698196411,inf
2KWO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWO.pdb,19.0,114.0,inf,1.3498224020004272
2KWU,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWU.pdb,36.0,76.0,inf,2.1277482509613037
2KWV,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KWV.pdb,36.0,76.0,inf,2.0479094982147217
2KXH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KXH.pdb,199.0,31.0,1.6291396617889404,inf
2KXW,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KXW.pdb,27.0,73.0,inf,1.5905767679214478
2KYG,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2KYG.pdb,100.0,38.0,1.5254113674163818,inf
2L0F,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2L0F.pdb,76.0,45.0,1.9959113597869873,inf
2L0T,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2L0T.pdb,163.0,76.0,1.6885786056518555,2.0564968585968018
2L14,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2L14.pdb,49.0,59.0,inf,inf
2L1L,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2L1L.pdb,27.0,127.0,inf,1.3338359594345093
2L29,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2L29.pdb,67.0,142.0,2.5080292224884033,1.6787618398666382
2L2L,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2L2L.pdb,36.0,43.0,inf,inf
2L9S,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2L9S.pdb,94.0,45.0,1.3462903499603271,inf
2LD7,too_small_partner_len,75.0,94.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2LD7.pdb,75.0,94.0,1.2756401300430298,1.3068530559539795
2LEH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LEH.pdb,26.0,189.0,inf,1.2643895149230957
2LFW,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LFW.pdb,62.0,157.0,inf,1.1532957553863525
2LKM,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LKM.pdb,42.0,172.0,inf,1.0516135692596436
2LNH,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2LNH.pdb,114.0,65.0,3.093956470489502,2.8375608921051025
2LNK,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LNK.pdb,39.0,202.0,inf,0.8689501881599426
2LOX,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LOX.pdb,20.0,115.0,inf,1.3861732482910156
2LP0,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LP0.pdb,20.0,60.0,inf,inf
2LP4,too_small_partner_len,128.0,225.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2LP4.pdb,128.0,225.0,1.142318844795227,1.1259230375289917
2LPB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LPB.pdb,34.0,81.0,inf,1.5786572694778442
2LQC,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LQC.pdb,24.0,77.0,inf,1.5614657402038574
2LQH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LQH.pdb,87.0,52.0,1.090964674949646,inf
2LUH,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LUH.pdb,59.0,167.0,inf,1.1143313646316528
2LVO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LVO.pdb,52.0,76.0,inf,1.9861613512039185
2LVP,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LVP.pdb,152.0,52.0,1.4146367311477661,inf
2LVQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LVQ.pdb,152.0,52.0,1.4043818712234497,inf
2LWW,too_small_partner_len,70.0,100.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2LWW.pdb,70.0,100.0,1.3636826276779175,0.948241114616394
2LXM,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LXM.pdb,36.0,163.0,inf,1.23991858959198
2LXP,too_small_partner_len,85.0,156.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2LXP.pdb,85.0,156.0,1.489833116531372,1.0700589418411255
2LY4,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LY4.pdb,83.0,47.0,1.4908437728881836,inf
2LZ6,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2LZ6.pdb,60.0,76.0,inf,2.151630163192749
2M04,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M04.pdb,174.0,25.0,1.0198681354522705,inf
2M0G,too_small_partner_len,104.0,145.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2M0G.pdb,104.0,145.0,1.4339627027511597,1.3108117580413818
2M0J,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M0J.pdb,28.0,148.0,inf,0.9992464184761047
2M49,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2M49.pdb,91.0,126.0,2.443101644515991,1.6066391468048096
2M49,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2M49.pdb,91.0,126.0,2.4365336894989014,1.6137382984161377
2M55,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M55.pdb,19.0,148.0,inf,1.1646416187286377
2M5A,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M5A.pdb,58.0,58.0,inf,inf
2M5B,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M5B.pdb,19.0,169.0,inf,1.3033361434936523
2M86,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2M86.pdb,51.0,83.0,inf,1.741019368171692
2MA9,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MA9.pdb,209.0,32.0,1.2464320659637451,inf
2MAK,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MAK.pdb,46.0,164.0,inf,0.8358221054077148
2MBB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MBB.pdb,76.0,38.0,1.9954124689102173,inf
2MCN,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MCN.pdb,76.0,57.0,2.0183897018432617,inf
2MEJ,too_small_partner_len,195.0,144.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MEJ.pdb,195.0,144.0,1.4093480110168457,1.552264928817749
2MFQ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MFQ.pdb,22.0,115.0,inf,1.2058638334274292
2MJ5,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MJ5.pdb,76.0,52.0,1.9135074615478516,inf
2MJW,too_small_partner_len,188.0,202.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MJW.pdb,188.0,202.0,0.9411877393722534,0.906003475189209
2MKC,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MKC.pdb,151.0,23.0,1.2498661279678345,inf
2MLX,too_small_partner_len,91.0,432.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MLX.pdb,91.0,432.0,0.9997541904449463,0.8259216547012329
2MLY,too_small_partner_len,150.0,432.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MLY.pdb,150.0,432.0,1.0712153911590576,0.845833420753479
2MLZ,too_small_partner_len,107.0,432.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MLZ.pdb,107.0,432.0,0.8825033903121948,0.789723813533783
2MNU,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MNU.pdb,26.0,93.0,inf,1.5608445405960083
2MP0,too_small_partner_len,149.0,249.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MP0.pdb,149.0,249.0,1.5266903638839722,1.5795644521713257
2MRE,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MRE.pdb,33.0,79.0,inf,1.9830033779144287
2MRO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MRO.pdb,44.0,76.0,inf,1.9948917627334595
2MTA,too_small_partner_len,105.0,497.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2MTA.pdb,105.0,497.0,1.7172417640686035,1.3752355575561523
2MUR,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MUR.pdb,78.0,44.0,1.8569508790969849,inf
2MV7,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MV7.pdb,25.0,69.0,inf,1.8461310863494873
2MWS,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2MWS.pdb,79.0,75.0,1.8037614822387695,2.087031126022339
2MZD,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2MZD.pdb,25.0,90.0,inf,1.222123384475708
2N01,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2N01.pdb,106.0,23.0,1.4309985637664795,inf
2N13,too_small_partner_len,152.0,86.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2N13.pdb,152.0,86.0,1.1723734140396118,1.3677436113357544
2N1D,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2N1D.pdb,172.0,54.0,1.0951155424118042,inf
2N2H,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2N2H.pdb,125.0,27.0,1.3196518421173096,inf
2N73,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2N73.pdb,80.0,69.0,4.569516658782959,1.9178123474121094
2N8J,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2N8J.pdb,22.0,148.0,inf,1.045918345451355
2NBV,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2NBV.pdb,78.0,110.0,2.055307626724243,1.8824825286865234
2NOJ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2NOJ.pdb,275.0,58.0,1.4915266036987305,inf
2NOJ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2NOJ.pdb,276.0,58.0,1.457930564880371,inf
2NOJ,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2NOJ.pdb,284.0,58.0,1.4543399810791016,inf
2NQD,too_small_partner_len,109.0,221.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2NQD.pdb,109.0,221.0,1.8960156440734863,1.233357548713684
2NUP,too_small_partner_len,137.0,1430.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2NUP.pdb,137.0,1430.0,1.2102491855621338,1.168421983718872
2NUT,too_small_partner_len,135.0,1437.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2NUT.pdb,135.0,1437.0,1.247505784034729,1.1750671863555908
2NYZ,interface_too_small_for_N,,,,OTHER,src\bridging\generatedData\pdb_cache\2NYZ.pdb,66.0,742.0,2.209679365158081,1.2333804368972778
2NZ1,too_small_partner_len,192.0,1113.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2NZ1.pdb,192.0,1113.0,0.7928091287612915,0.820472240447998
2O8V,too_small_partner_len,108.0,229.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2O8V.pdb,108.0,229.0,1.7543600797653198,1.8149001598358154
2O98,too_small_partner_len,471.0,102.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2O98.pdb,471.0,102.0,0.9118119478225708,1.1281081438064575
2ODG,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2ODG.pdb,178.0,47.0,1.4884722232818604,inf
2ODY,too_small_partner_len,127.0,299.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2ODY.pdb,127.0,299.0,1.2743533849716187,1.0116355419158936
2ODY,too_small_partner_len,127.0,295.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2ODY.pdb,127.0,295.0,1.2850728034973145,0.9965075850486755
2OIN,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2OIN.pdb,37.0,332.0,inf,0.8297135233879089
2OJE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,
2OJE,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,
2OMT,too_small_partner_len,461.0,104.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMT.pdb,461.0,104.0,1.0065207481384277,1.4577438831329346
2OMU,too_small_partner_len,462.0,105.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMU.pdb,462.0,105.0,0.9876824021339417,1.357270359992981
2OMV,too_small_partner_len,103.0,460.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMV.pdb,103.0,460.0,1.472441554069519,1.0197256803512573
2OMW,too_small_partner_len,105.0,461.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMW.pdb,105.0,461.0,1.4410027265548706,1.0239545106887817
2OMX,too_small_partner_len,462.0,107.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMX.pdb,462.0,107.0,0.9920055866241455,1.3463860750198364
2OMY,too_small_partner_len,104.0,460.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMY.pdb,104.0,460.0,1.450894832611084,1.0191963911056519
2OMZ,too_small_partner_len,465.0,104.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OMZ.pdb,465.0,104.0,1.00739324092865,1.4171034097671509
2ONL,KEEP,317.0,338.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2ONL.pdb,317.0,338.0,0.9847696423530579,0.9836117625236511
2ONL,KEEP,313.0,339.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2ONL.pdb,313.0,339.0,1.0340828895568848,0.9851944446563721
2OOB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2OOB.pdb,44.0,72.0,inf,2.0510571002960205
2OT3,too_small_partner_len,157.0,253.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\2OT3.pdb,157.0,253.0,1.351697564125061,1.227044701576233
2OT8,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2OT8.pdb,20.0,813.0,inf,0.9840709567070007
2OT8,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2OT8.pdb,17.0,824.0,inf,0.9805335998535156
2OTK,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\2OTK.pdb,25.0,86.0,inf,1.173580527305603
