size_key,pdb_id,ligand_chains,receptor_chains,subgroup,pdb_path,ligand_modeled_residues,receptor_modeled_residues,ligand_seq_len,receptor_seq_len,rcsb_status,status
"4IIQ|C|A,B",4IIQ,C,"A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\4IIQ.pdb,359.0,440.0,,,skipped,ok
"4IJ3|B,C|A",4IJ3,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\4IJ3.pdb,434.0,237.0,,,skipped,ok
4IKA|D|A,4IKA,D,A,OTHER,src\bridging\generatedData\pdb_cache\4IKA.pdb,20.0,462.0,,,skipped,ok
"4ILG|B,C|A",4ILG,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\4ILG.pdb,497.0,321.0,,,skipped,ok
4ILW|A|D,4ILW,A,D,OTHER,src\bridging\generatedData\pdb_cache\4ILW.pdb,182.0,159.0,,,skipped,ok
4ILW|B|F,4ILW,B,F,OTHER,src\bridging\generatedData\pdb_cache\4ILW.pdb,182.0,159.0,,,skipped,ok
"4IMY|G|A,B",4IMY,G,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4IMY.pdb,33.0,564.0,,,skipped,ok
"4IMY|H|C,D",4IMY,H,"C,D",OTHER,src\bridging\generatedData\pdb_cache\4IMY.pdb,53.0,561.0,,,skipped,ok
"4IMY|I|E,F",4IMY,I,"E,F",OTHER,src\bridging\generatedData\pdb_cache\4IMY.pdb,33.0,562.0,,,skipped,ok
4IOP|B|A,4IOP,B,A,OTHER,src\bridging\generatedData\pdb_cache\4IOP.pdb,121.0,117.0,,,skipped,ok
"4IOS|E,F,G|A,B,C",4IOS,"E,F,G","A,B,C",OTHER,src\bridging\generatedData\pdb_cache\4IOS.pdb,350.0,298.0,,,skipped,ok
4IU3|B|A,4IU3,B,A,OTHER,src\bridging\generatedData\pdb_cache\4IU3.pdb,236.0,207.0,,,skipped,ok
"4IW4|E,F|C,D",4IW4,"E,F","C,D",OTHER,src\bridging\generatedData\pdb_cache\4IW4.pdb,484.0,271.0,,,skipped,ok
4IYP|C|A,4IYP,C,A,OTHER,src\bridging\generatedData\pdb_cache\4IYP.pdb,117.0,200.0,,,skipped,ok
4J2Y|B|A,4J2Y,B,A,OTHER,src\bridging\generatedData\pdb_cache\4J2Y.pdb,223.0,165.0,,,skipped,ok
4J32|B|A,4J32,B,A,OTHER,src\bridging\generatedData\pdb_cache\4J32.pdb,101.0,157.0,,,skipped,ok
"4J6G|C,D|A,B",4J6G,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\4J6G.pdb,325.0,278.0,,,skipped,ok
"4JB8|P|A,B",4JB8,P,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4JB8.pdb,158.0,235.0,,,skipped,ok
4JE4|B|A,4JE4,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JE4.pdb,93.0,102.0,,,skipped,ok
4JEG|B|A,4JEG,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JEG.pdb,93.0,114.0,,,skipped,ok
4JEH|B|A,4JEH,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JEH.pdb,221.0,556.0,,,skipped,ok
"4JLR|S|H,L",4JLR,S,"H,L",OTHER,src\bridging\generatedData\pdb_cache\4JLR.pdb,91.0,425.0,,,skipped,ok
"4JLR|C|A,B",4JLR,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4JLR.pdb,100.0,425.0,,,skipped,ok
"4JMF|B,C|A",4JMF,"B,C",A,OTHER,src\bridging\generatedData\pdb_cache\4JMF.pdb,232.0,50.0,,,skipped,ok
"4JO6|Y,Z|A,B,C,D",4JO6,"Y,Z","A,B,C,D",OTHER,src\bridging\generatedData\pdb_cache\4JO6.pdb,50.0,481.0,,,skipped,ok
4JRA|D|A,4JRA,D,A,OTHER,src\bridging\generatedData\pdb_cache\4JRA.pdb,93.0,416.0,,,skipped,ok
4JRA|C|B,4JRA,C,B,OTHER,src\bridging\generatedData\pdb_cache\4JRA.pdb,83.0,413.0,,,skipped,ok
"4JRX|D,E|A,C",4JRX,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\4JRX.pdb,442.0,289.0,,,skipped,ok
"4JRY|D,E|A,C",4JRY,"D,E","A,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\4JRY.pdb,443.0,289.0,,,skipped,ok
4JS0|B|A,4JS0,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JS0.pdb,29.0,178.0,,,skipped,ok
4JW2|B|A,4JW2,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JW2.pdb,190.0,73.0,,,skipped,ok
4JW3|B|A,4JW3,B,A,OTHER,src\bridging\generatedData\pdb_cache\4JW3.pdb,112.0,111.0,,,skipped,ok
4JZW|M|G,4JZW,M,G,OTHER,src\bridging\generatedData\pdb_cache\4JZW.pdb,24.0,339.0,,,skipped,ok
4JZW|R|A,4JZW,R,A,OTHER,src\bridging\generatedData\pdb_cache\4JZW.pdb,24.0,336.0,,,skipped,ok
4K0A|R|A,4K0A,R,A,OTHER,src\bridging\generatedData\pdb_cache\4K0A.pdb,24.0,337.0,,,skipped,ok
4K1R|B|A,4K1R,B,A,OTHER,src\bridging\generatedData\pdb_cache\4K1R.pdb,77.0,189.0,,,skipped,ok
4K1R|D|C,4K1R,D,C,OTHER,src\bridging\generatedData\pdb_cache\4K1R.pdb,76.0,189.0,,,skipped,ok
4K5A|B|A,4K5A,B,A,OTHER,src\bridging\generatedData\pdb_cache\4K5A.pdb,161.0,164.0,,,skipped,ok
4K5B|D|A,4K5B,D,A,OTHER,src\bridging\generatedData\pdb_cache\4K5B.pdb,144.0,156.0,,,skipped,ok
4K5B|C|B,4K5B,C,B,OTHER,src\bridging\generatedData\pdb_cache\4K5B.pdb,145.0,156.0,,,skipped,ok
"4K71|D|E,F",4K71,D,"E,F",OTHER,src\bridging\generatedData\pdb_cache\4K71.pdb,579.0,363.0,,,skipped,ok
4K81|B|A,4K81,B,A,OTHER,src\bridging\generatedData\pdb_cache\4K81.pdb,171.0,244.0,,,skipped,ok
4K81|D|C,4K81,D,C,OTHER,src\bridging\generatedData\pdb_cache\4K81.pdb,171.0,244.0,,,skipped,ok
4K81|F|E,4K81,F,E,OTHER,src\bridging\generatedData\pdb_cache\4K81.pdb,171.0,244.0,,,skipped,ok
4K81|H|G,4K81,H,G,OTHER,src\bridging\generatedData\pdb_cache\4K81.pdb,171.0,244.0,,,skipped,ok
"4K94|H,L|C",4K94,"H,L",C,OTHER,src\bridging\generatedData\pdb_cache\4K94.pdb,412.0,195.0,,,skipped,ok
4KA2|R|A,4KA2,R,A,OTHER,src\bridging\generatedData\pdb_cache\4KA2.pdb,24.0,337.0,,,skipped,ok
4KBB|C|A,4KBB,C,A,OTHER,src\bridging\generatedData\pdb_cache\4KBB.pdb,15.0,417.0,,,skipped,ok
4KBB|D|B,4KBB,D,B,OTHER,src\bridging\generatedData\pdb_cache\4KBB.pdb,18.0,417.0,,,skipped,ok
4KDI|C|A,4KDI,C,A,OTHER,src\bridging\generatedData\pdb_cache\4KDI.pdb,65.0,157.0,,,skipped,ok
4KDI|D|B,4KDI,D,B,OTHER,src\bridging\generatedData\pdb_cache\4KDI.pdb,75.0,166.0,,,skipped,ok
"4KGG|C,D|A,B",4KGG,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\4KGG.pdb,328.0,280.0,,,skipped,ok
"4KGQ|C,D|A,B",4KGQ,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\4KGQ.pdb,331.0,278.0,,,skipped,ok
4KJY|B|A,4KJY,B,A,OTHER,src\bridging\generatedData\pdb_cache\4KJY.pdb,114.0,113.0,,,skipped,ok
4KJY|D|C,4KJY,D,C,OTHER,src\bridging\generatedData\pdb_cache\4KJY.pdb,116.0,113.0,,,skipped,ok
"4KP3|C,D,E,F|A,B",4KP3,"C,D,E,F","A,B",OTHER,src\bridging\generatedData\pdb_cache\4KP3.pdb,191.0,716.0,,,skipped,ok
4KR0|B|A,4KR0,B,A,OTHER,src\bridging\generatedData\pdb_cache\4KR0.pdb,208.0,728.0,,,skipped,ok
4KT1|E|A,4KT1,E,A,OTHER,src\bridging\generatedData\pdb_cache\4KT1.pdb,90.0,461.0,,,skipped,ok
4KT3|A|B,4KT3,A,B,OTHER,src\bridging\generatedData\pdb_cache\4KT3.pdb,138.0,127.0,,,skipped,ok
"4KT5|C|A,B",4KT5,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4KT5.pdb,88.0,223.0,,,skipped,ok
"4KV5|E,G|C,D",4KV5,"E,G","C,D",OTHER,src\bridging\generatedData\pdb_cache\4KV5.pdb,459.0,224.0,,,skipped,ok
"4KV5|H,J|A,B",4KV5,"H,J","A,B",OTHER,src\bridging\generatedData\pdb_cache\4KV5.pdb,459.0,224.0,,,skipped,ok
4KVG|B|A,4KVG,B,A,OTHER,src\bridging\generatedData\pdb_cache\4KVG.pdb,246.0,165.0,,,skipped,ok
4KVG|D|C,4KVG,D,C,OTHER,src\bridging\generatedData\pdb_cache\4KVG.pdb,247.0,160.0,,,skipped,ok
4L0P|B|A,4L0P,B,A,OTHER,src\bridging\generatedData\pdb_cache\4L0P.pdb,139.0,175.0,,,skipped,ok
4L67|B|A,4L67,B,A,OTHER,src\bridging\generatedData\pdb_cache\4L67.pdb,20.0,289.0,,,skipped,ok
4LAD|B|A,4LAD,B,A,OTHER,src\bridging\generatedData\pdb_cache\4LAD.pdb,69.0,154.0,,,skipped,ok
"4LEO|C|A,B",4LEO,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4LEO.pdb,601.0,433.0,,,skipped,ok
4LGP|B|A,4LGP,B,A,OTHER,src\bridging\generatedData\pdb_cache\4LGP.pdb,116.0,261.0,,,skipped,ok
4LGP|D|C,4LGP,D,C,OTHER,src\bridging\generatedData\pdb_cache\4LGP.pdb,115.0,261.0,,,skipped,ok
4LGR|B|A,4LGR,B,A,OTHER,src\bridging\generatedData\pdb_cache\4LGR.pdb,122.0,253.0,,,skipped,ok
4LLO|A|B,4LLO,A,B,OTHER,src\bridging\generatedData\pdb_cache\4LLO.pdb,173.0,121.0,,,skipped,ok
4LLO|C|D,4LLO,C,D,OTHER,src\bridging\generatedData\pdb_cache\4LLO.pdb,168.0,110.0,,,skipped,ok
4LLO|E|F,4LLO,E,F,OTHER,src\bridging\generatedData\pdb_cache\4LLO.pdb,171.0,121.0,,,skipped,ok
4LLO|G|H,4LLO,G,H,OTHER,src\bridging\generatedData\pdb_cache\4LLO.pdb,169.0,110.0,,,skipped,ok
"4LN0|C|A,B",4LN0,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4LN0.pdb,50.0,407.0,,,skipped,ok
4LQW|A|D,4LQW,A,D,OTHER,src\bridging\generatedData\pdb_cache\4LQW.pdb,169.0,141.0,,,skipped,ok
4LQW|B|C,4LQW,B,C,OTHER,src\bridging\generatedData\pdb_cache\4LQW.pdb,169.0,146.0,,,skipped,ok
"4LRZ|F,H|A,B",4LRZ,"F,H","A,B",OTHER,src\bridging\generatedData\pdb_cache\4LRZ.pdb,585.0,422.0,,,skipped,ok
"4LRZ|E,G|C,D",4LRZ,"E,G","C,D",OTHER,src\bridging\generatedData\pdb_cache\4LRZ.pdb,588.0,422.0,,,skipped,ok
"4LXR|J,K|A",4LXR,"J,K",A,OTHER,src\bridging\generatedData\pdb_cache\4LXR.pdb,130.0,755.0,,,skipped,ok
4LYL|B|A,4LYL,B,A,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|P|O,4LYL,P,O,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|L|K,4LYL,L,K,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|F|E,4LYL,F,E,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|D|C,4LYL,D,C,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|N|M,4LYL,N,M,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|H|G,4LYL,H,G,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LYL|J|I,4LYL,J,I,OTHER,src\bridging\generatedData\pdb_cache\4LYL.pdb,82.0,223.0,,,skipped,ok
4LZX|B|A,4LZX,B,A,OTHER,src\bridging\generatedData\pdb_cache\4LZX.pdb,37.0,145.0,,,skipped,ok
4M0W|B|A,4M0W,B,A,OTHER,src\bridging\generatedData\pdb_cache\4M0W.pdb,76.0,317.0,,,skipped,ok
"4M1G|A,B|H,L",4M1G,"A,B","H,L",OTHER,src\bridging\generatedData\pdb_cache\4M1G.pdb,163.0,430.0,,,skipped,ok
4M1L|B|A,4M1L,B,A,OTHER,src\bridging\generatedData\pdb_cache\4M1L.pdb,23.0,145.0,,,skipped,ok
"4M38|E,F|A,B",4M38,"E,F","A,B",OTHER,src\bridging\generatedData\pdb_cache\4M38.pdb,6.0,668.0,,,skipped,ok
4M5F|B|A,4M5F,B,A,OTHER,src\bridging\generatedData\pdb_cache\4M5F.pdb,124.0,399.0,,,skipped,ok
"4M62|T|I,M",4M62,T,"I,M",OTHER,src\bridging\generatedData\pdb_cache\4M62.pdb,155.0,239.0,,,skipped,ok
"4M62|S|H,L",4M62,S,"H,L",OTHER,src\bridging\generatedData\pdb_cache\4M62.pdb,155.0,240.0,,,skipped,ok
4M6B|C|A,4M6B,C,A,OTHER,src\bridging\generatedData\pdb_cache\4M6B.pdb,23.0,185.0,,,skipped,ok
4M6B|F|D,4M6B,F,D,OTHER,src\bridging\generatedData\pdb_cache\4M6B.pdb,23.0,187.0,,,skipped,ok
"4M8Q|S|A,B",4M8Q,S,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4M8Q.pdb,154.0,231.0,,,skipped,ok
"4M8Q|C|H,L",4M8Q,C,"H,L",OTHER,src\bridging\generatedData\pdb_cache\4M8Q.pdb,148.0,231.0,,,skipped,ok
"4MHH|H,I|C",4MHH,"H,I",C,OTHER,src\bridging\generatedData\pdb_cache\4MHH.pdb,439.0,324.0,,,skipped,ok
4MI8|C|A,4MI8,C,A,OTHER,src\bridging\generatedData\pdb_cache\4MI8.pdb,20.0,135.0,,,skipped,ok
4MI8|D|B,4MI8,D,B,OTHER,src\bridging\generatedData\pdb_cache\4MI8.pdb,22.0,136.0,,,skipped,ok
4MIT|E|A,4MIT,E,A,OTHER,src\bridging\generatedData\pdb_cache\4MIT.pdb,40.0,178.0,,,skipped,ok
4MIT|F|B,4MIT,F,B,OTHER,src\bridging\generatedData\pdb_cache\4MIT.pdb,35.0,179.0,,,skipped,ok
4MIT|G|C,4MIT,G,C,OTHER,src\bridging\generatedData\pdb_cache\4MIT.pdb,43.0,181.0,,,skipped,ok
4MIT|H|D,4MIT,H,D,OTHER,src\bridging\generatedData\pdb_cache\4MIT.pdb,42.0,181.0,,,skipped,ok
4MJS|B|A,4MJS,B,A,OTHER,src\bridging\generatedData\pdb_cache\4MJS.pdb,82.0,88.0,,,skipped,ok
4ML7|B|A,4ML7,B,A,OTHER,src\bridging\generatedData\pdb_cache\4ML7.pdb,98.0,129.0,,,skipped,ok
4ML7|D|C,4ML7,D,C,OTHER,src\bridging\generatedData\pdb_cache\4ML7.pdb,98.0,130.0,,,skipped,ok
"4MNE|B,C|A,D",4MNE,"B,C","A,D",OTHER,src\bridging\generatedData\pdb_cache\4MNE.pdb,530.0,571.0,,,skipped,ok
"4MNE|F,G|E,H",4MNE,"F,G","E,H",OTHER,src\bridging\generatedData\pdb_cache\4MNE.pdb,517.0,561.0,,,skipped,ok
4MP0|B|A,4MP0,B,A,OTHER,src\bridging\generatedData\pdb_cache\4MP0.pdb,30.0,295.0,,,skipped,ok
4MP0|D|C,4MP0,D,C,OTHER,src\bridging\generatedData\pdb_cache\4MP0.pdb,28.0,291.0,,,skipped,ok
4MQV|B|A,4MQV,B,A,OTHER,src\bridging\generatedData\pdb_cache\4MQV.pdb,26.0,65.0,,,skipped,ok
4MQV|D|C,4MQV,D,C,OTHER,src\bridging\generatedData\pdb_cache\4MQV.pdb,26.0,65.0,,,skipped,ok
"4MQW|X|A,B",4MQW,X,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4MQW.pdb,288.0,197.0,,,skipped,ok
"4MQW|Y|D,E",4MQW,Y,"D,E",OTHER,src\bridging\generatedData\pdb_cache\4MQW.pdb,283.0,197.0,,,skipped,ok
"4MQW|Z|G,H",4MQW,Z,"G,H",OTHER,src\bridging\generatedData\pdb_cache\4MQW.pdb,289.0,196.0,,,skipped,ok
4MRT|A|C,4MRT,A,C,OTHER,src\bridging\generatedData\pdb_cache\4MRT.pdb,225.0,77.0,,,skipped,ok
4MSM|B|A,4MSM,B,A,OTHER,src\bridging\generatedData\pdb_cache\4MSM.pdb,76.0,186.0,,,skipped,ok
4MSM|D|C,4MSM,D,C,OTHER,src\bridging\generatedData\pdb_cache\4MSM.pdb,76.0,186.0,,,skipped,ok
4MYW|D|C,4MYW,D,C,OTHER,src\bridging\generatedData\pdb_cache\4MYW.pdb,303.0,232.0,,,skipped,ok
"4N7V|C|A,B",4N7V,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4N7V.pdb,33.0,444.0,,,skipped,ok
4N7Z|B|A,4N7Z,B,A,OTHER,src\bridging\generatedData\pdb_cache\4N7Z.pdb,29.0,219.0,,,skipped,ok
"4N8C|X|H,L",4N8C,X,"H,L",OTHER,src\bridging\generatedData\pdb_cache\4N8C.pdb,15.0,439.0,,,skipped,ok
"4N8C|Y|I,M",4N8C,Y,"I,M",OTHER,src\bridging\generatedData\pdb_cache\4N8C.pdb,14.0,441.0,,,skipped,ok
"4N8V|D,E,F|I",4N8V,"D,E,F",I,TCR-pMHC,src\bridging\generatedData\pdb_cache\4N8V.pdb,382.0,190.0,,,skipped,ok
"4N9G|Z|M,N",4N9G,Z,"M,N",OTHER,src\bridging\generatedData\pdb_cache\4N9G.pdb,36.0,437.0,,,skipped,ok
"4N9G|D|E,F",4N9G,D,"E,F",OTHER,src\bridging\generatedData\pdb_cache\4N9G.pdb,35.0,437.0,,,skipped,ok
"4N9G|C|A,B",4N9G,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4N9G.pdb,35.0,438.0,,,skipped,ok
"4N9G|Y|H,L",4N9G,Y,"H,L",OTHER,src\bridging\generatedData\pdb_cache\4N9G.pdb,36.0,435.0,,,skipped,ok
"4NE9|D|B,C",4NE9,D,"B,C",OTHER,src\bridging\generatedData\pdb_cache\4NE9.pdb,26.0,582.0,,,skipped,ok
"4NEE|C|B,D",4NEE,C,"B,D",OTHER,src\bridging\generatedData\pdb_cache\4NEE.pdb,139.0,530.0,,,skipped,ok
"4NEE|E|A,F",4NEE,E,"A,F",OTHER,src\bridging\generatedData\pdb_cache\4NEE.pdb,139.0,527.0,,,skipped,ok
"4NEE|H|G,I",4NEE,H,"G,I",OTHER,src\bridging\generatedData\pdb_cache\4NEE.pdb,142.0,530.0,,,skipped,ok
"4NEE|K|J,L",4NEE,K,"J,L",OTHER,src\bridging\generatedData\pdb_cache\4NEE.pdb,144.0,530.0,,,skipped,ok
"4NG2|E,F|A",4NG2,"E,F",A,OTHER,src\bridging\generatedData\pdb_cache\4NG2.pdb,176.0,166.0,,,skipped,ok
"4NG2|G,H|B",4NG2,"G,H",B,OTHER,src\bridging\generatedData\pdb_cache\4NG2.pdb,176.0,166.0,,,skipped,ok
"4NG2|I,J|C",4NG2,"I,J",C,OTHER,src\bridging\generatedData\pdb_cache\4NG2.pdb,176.0,166.0,,,skipped,ok
"4NG2|K,L|D",4NG2,"K,L",D,OTHER,src\bridging\generatedData\pdb_cache\4NG2.pdb,176.0,166.0,,,skipped,ok
4NIQ|C|A,4NIQ,C,A,OTHER,src\bridging\generatedData\pdb_cache\4NIQ.pdb,22.0,82.0,,,skipped,ok
4NIQ|D|B,4NIQ,D,B,OTHER,src\bridging\generatedData\pdb_cache\4NIQ.pdb,21.0,78.0,,,skipped,ok
4NL9|C|A,4NL9,C,A,OTHER,src\bridging\generatedData\pdb_cache\4NL9.pdb,60.0,64.0,,,skipped,ok
4NL9|D|B,4NL9,D,B,OTHER,src\bridging\generatedData\pdb_cache\4NL9.pdb,61.0,63.0,,,skipped,ok
4NM3|B|A,4NM3,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NM3.pdb,19.0,357.0,,,skipped,ok
"4NN6|B|A,C",4NN6,B,"A,C",OTHER,src\bridging\generatedData\pdb_cache\4NN6.pdb,193.0,264.0,,,skipped,ok
4NOO|B|A,4NOO,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NOO.pdb,92.0,197.0,,,skipped,ok
4NOO|D|C,4NOO,D,C,OTHER,src\bridging\generatedData\pdb_cache\4NOO.pdb,92.0,197.0,,,skipped,ok
4NQW|B|A,4NQW,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NQW.pdb,73.0,148.0,,,skipped,ok
4NSO|B|A,4NSO,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NSO.pdb,91.0,194.0,,,skipped,ok
4NU1|B|A,4NU1,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NU1.pdb,19.0,356.0,,,skipped,ok
4NZL|B|A,4NZL,B,A,OTHER,src\bridging\generatedData\pdb_cache\4NZL.pdb,96.0,218.0,,,skipped,ok
"4O1Q|C,D,E,F|A,B",4O1Q,"C,D,E,F","A,B",OTHER,src\bridging\generatedData\pdb_cache\4O1Q.pdb,1000.0,709.0,,,skipped,ok
"4OD2|S|A,B",4OD2,S,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4OD2.pdb,97.0,423.0,,,skipped,ok
"4ODX|X|B,H",4ODX,X,"B,H",OTHER,src\bridging\generatedData\pdb_cache\4ODX.pdb,152.0,234.0,,,skipped,ok
"4ODX|Y|A,L",4ODX,Y,"A,L",OTHER,src\bridging\generatedData\pdb_cache\4ODX.pdb,153.0,236.0,,,skipped,ok
4OFY|E|B,4OFY,E,B,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,407.0,227.0,,,skipped,ok
4OFY|F|C,4OFY,F,C,OTHER,src\bridging\generatedData\pdb_cache\4OFY.pdb,407.0,227.0,,,skipped,ok
"4OJK|C,D|A,B",4OJK,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\4OJK.pdb,70.0,334.0,,,skipped,ok
4OL0|B|A,4OL0,B,A,OTHER,src\bridging\generatedData\pdb_cache\4OL0.pdb,902.0,172.0,,,skipped,ok
4ONS|B|A,4ONS,B,A,OTHER,src\bridging\generatedData\pdb_cache\4ONS.pdb,56.0,230.0,,,skipped,ok
4ONS|D|C,4ONS,D,C,OTHER,src\bridging\generatedData\pdb_cache\4ONS.pdb,61.0,205.0,,,skipped,ok
"4OQT|H,L|A",4OQT,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\4OQT.pdb,435.0,475.0,,,skipped,ok
"4OV6|F|A,B",4OV6,F,"A,B",OTHER,src\bridging\generatedData\pdb_cache\4OV6.pdb,99.0,373.0,,,skipped,ok
"4OV6|G|D,E",4OV6,G,"D,E",OTHER,src\bridging\generatedData\pdb_cache\4OV6.pdb,96.0,363.0,,,skipped,ok
4OVN|F|A,4OVN,F,A,OTHER,src\bridging\generatedData\pdb_cache\4OVN.pdb,138.0,136.0,,,skipped,ok
4OVN|G|B,4OVN,G,B,OTHER,src\bridging\generatedData\pdb_cache\4OVN.pdb,136.0,135.0,,,skipped,ok
4OVN|H|C,4OVN,H,C,OTHER,src\bridging\generatedData\pdb_cache\4OVN.pdb,143.0,136.0,,,skipped,ok
4OVN|I|D,4OVN,I,D,OTHER,src\bridging\generatedData\pdb_cache\4OVN.pdb,135.0,136.0,,,skipped,ok
4OVN|J|E,4OVN,J,E,OTHER,src\bridging\generatedData\pdb_cache\4OVN.pdb,143.0,135.0,,,skipped,ok
4OYD|B|A,4OYD,B,A,OTHER,src\bridging\generatedData\pdb_cache\4OYD.pdb,117.0,156.0,,,skipped,ok
4OYD|D|C,4OYD,D,C,OTHER,src\bridging\generatedData\pdb_cache\4OYD.pdb,117.0,158.0,,,skipped,ok
"4OZF|A,B,J|G,H",4OZF,"A,B,J","G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZF.pdb,375.0,435.0,,,skipped,ok
"4OZG|A,B,C|D,E",4OZG,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,542.0,374.0,,,skipped,ok
"4OZG|D,I,J|F,H",4OZG,"D,I,J","F,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZG.pdb,205.0,480.0,,,skipped,ok
"4OZH|A,B,C|D,E",4OZH,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZH.pdb,543.0,376.0,,,skipped,ok
"4OZH|D,I,J|F,H",4OZH,"D,I,J","F,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZH.pdb,206.0,480.0,,,skipped,ok
"4OZI|A,B,C|D,E",4OZI,"A,B,C","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZI.pdb,542.0,380.0,,,skipped,ok
"4OZI|D,I,J|F,H",4OZI,"D,I,J","F,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4OZI.pdb,203.0,486.0,,,skipped,ok
"4P1N|C,D|A,B",4P1N,"C,D","A,B",OTHER,src\bridging\generatedData\pdb_cache\4P1N.pdb,100.0,397.0,,,skipped,ok
"4P2C|G,H,I,J,K|A,B,C,D,E,F",4P2C,"G,H,I,J,K","A,B,C,D,E,F",OTHER,src\bridging\generatedData\pdb_cache\4P2C.pdb,608.0,620.0,,,skipped,ok
"4P2O|C,D|A,B,P",4P2O,"C,D","A,B,P",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2O.pdb,444.0,371.0,,,skipped,ok
"4P2Q|D,E|A,B,C",4P2Q,"D,E","A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2Q.pdb,441.0,365.0,,,skipped,ok
"4P2Q|I,J|F,G,H",4P2Q,"I,J","F,G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2Q.pdb,441.0,365.0,,,skipped,ok
"4P2Q|N,O|K,L,M",4P2Q,"N,O","K,L,M",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2Q.pdb,438.0,364.0,,,skipped,ok
"4P2Q|S,T|P,Q,R",4P2Q,"S,T","P,Q,R",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2Q.pdb,438.0,363.0,,,skipped,ok
"4P2R|D,E|A,B,C",4P2R,"D,E","A,B,C",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2R.pdb,441.0,364.0,,,skipped,ok
"4P2R|I,J|F,G,H",4P2R,"I,J","F,G,H",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2R.pdb,441.0,364.0,,,skipped,ok
"4P2R|N,O|K,L,M",4P2R,"N,O","K,L,M",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2R.pdb,438.0,364.0,,,skipped,ok
"4P2R|S,T|P,Q,R",4P2R,"S,T","P,Q,R",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P2R.pdb,438.0,363.0,,,skipped,ok
4P3Y|B|A,4P3Y,B,A,OTHER,src\bridging\generatedData\pdb_cache\4P3Y.pdb,181.0,386.0,,,skipped,ok
"4P46|C,D|A,B",4P46,"C,D","A,B",TCR-pMHC,src\bridging\generatedData\pdb_cache\4P46.pdb,378.0,437.0,,,skipped,ok
