pdb,reason
1TZN,KEEP
1TZN,duplicate_ligand_receptor_pair
1TZN,duplicate_ligand_receptor_pair
1TZN,duplicate_ligand_receptor_pair
1TZN,duplicate_ligand_receptor_pair
1TZN,duplicate_ligand_receptor_pair
1TZN,duplicate_ligand_receptor_pair
1U0I,KEEP
1U0S,KEEP
1U5S,KEEP
1U7V,KEEP
1UAD,KEEP
1UAD,duplicate_ligand_receptor_pair
1UEL,KEEP
1UEX,KEEP
1UL1,KEEP
1UL1,duplicate_ligand_receptor_pair
1UL1,duplicate_ligand_receptor_pair
1USU,KEEP
1USV,duplicate_ligand_receptor_pair
1USV,duplicate_ligand_receptor_pair
1USV,duplicate_ligand_receptor_pair
1USV,duplicate_ligand_receptor_pair
1UUG,duplicate_pdb
1UUZ,duplicate_pdb
1V18,KEEP
1VET,KEEP
1VEU,KEEP
1VG0,KEEP
1VRC,KEEP
1VRK,KEEP
1VSQ,KEEP
1VYH,KEEP
1VYT,KEEP
1VYT,duplicate_ligand_receptor_pair
1W1W,KEEP
1W1W,duplicate_ligand_receptor_pair
1W72,duplicate_pdb
1W72,duplicate_pdb
1WA7,KEEP
1WA8,KEEP
1WDW,duplicate_pdb
1WDW,duplicate_pdb
1WDW,duplicate_pdb
1WDW,duplicate_pdb
1WDW,duplicate_pdb
1WDW,duplicate_pdb
1WEJ,duplicate_pdb
1WLP,KEEP
1WPX,KEEP
1WQ1,duplicate_pdb
1WQJ,duplicate_pdb
1WR1,KEEP
1WR6,KEEP
1WR6,duplicate_ligand_receptor_pair
1WR6,duplicate_ligand_receptor_pair
1WR6,duplicate_ligand_receptor_pair
1WRD,KEEP
1WVE,KEEP
1WVE,duplicate_ligand_receptor_pair
1X1U,KEEP
1X1U,duplicate_ligand_receptor_pair
1X1U,duplicate_ligand_receptor_pair
1X1W,KEEP
1X1W,duplicate_ligand_receptor_pair
1X1W,duplicate_ligand_receptor_pair
1X1X,KEEP
1X1X,duplicate_ligand_receptor_pair
1X1X,duplicate_ligand_receptor_pair
1X1Y,KEEP
1X1Y,duplicate_ligand_receptor_pair
1X1Y,duplicate_ligand_receptor_pair
1X75,KEEP
1XD3,duplicate_pdb
1XDT,KEEP
1XG2,KEEP
1XJ7,duplicate_ligand_receptor_pair
1XQH,KEEP
1XQH,duplicate_ligand_receptor_pair
1XQS,duplicate_pdb
1XR0,KEEP
1XT9,KEEP
1XWD,KEEP
1XWD,duplicate_ligand_receptor_pair
1Y4D,KEEP
1Y6K,KEEP
1Y6M,KEEP
1Y6N,KEEP
1Y76,KEEP
1Y8N,KEEP
1YCS,duplicate_pdb
1YD8,KEEP
1YD8,duplicate_ligand_receptor_pair
1YDI,KEEP
1YK0,KEEP
1YK1,KEEP
1YRT,KEEP
1YRU,duplicate_ligand_receptor_pair
1YX5,KEEP
1YX6,KEEP
1YYM,KEEP
1YYM,duplicate_ligand_receptor_pair
1Z0K,duplicate_pdb
1Z5S,KEEP
1Z7X,duplicate_pdb
1Z7X,duplicate_pdb
1Z92,KEEP
1ZC3,duplicate_ligand_receptor_pair
1ZC3,duplicate_ligand_receptor_pair
1ZC4,duplicate_ligand_receptor_pair
1ZC4,duplicate_ligand_receptor_pair
1ZE3,KEEP
1ZGU,KEEP
1ZM4,duplicate_pdb
1ZM4,duplicate_pdb
1ZR0,KEEP
1ZR0,duplicate_ligand_receptor_pair
1ZSG,KEEP
1ZVH,KEEP
2A24,KEEP
2A6D,duplicate_pdb
2A6I,duplicate_pdb
2A6K,KEEP
2A78,duplicate_ligand_receptor_pair
2A7U,KEEP
2A9H,KEEP
2ABZ,duplicate_pdb
2AJF,duplicate_pdb
2AJF,duplicate_pdb
2AQ1,KEEP
2AQ1,duplicate_ligand_receptor_pair
2AQ1,duplicate_ligand_receptor_pair
2AQ1,duplicate_ligand_receptor_pair
2AQ2,KEEP
2AQ3,duplicate_pdb
2AQ3,duplicate_pdb
2AQ3,duplicate_pdb
2AQ3,duplicate_pdb
2ARP,KEEP
2ASS,KEEP
2AST,KEEP
2AW2,duplicate_pdb
2AW2,duplicate_pdb
2AZE,KEEP
2B10,KEEP
2B11,KEEP
2B2W,KEEP
2B42,duplicate_pdb
2B5I,KEEP
2B7C,KEEP
2B87,KEEP
2BE6,KEEP
2BE6,duplicate_ligand_receptor_pair
2BE6,duplicate_ligand_receptor_pair
2BNQ,duplicate_pdb
2BNR,KEEP
2BO9,KEEP
2BO9,duplicate_ligand_receptor_pair
2BP7,KEEP
2BP7,duplicate_ligand_receptor_pair
2BQZ,KEEP
2BQZ,duplicate_ligand_receptor_pair
2BTF,duplicate_pdb
2BWE,KEEP
2BYK,KEEP
2BYK,duplicate_ligand_receptor_pair
2BYM,duplicate_ligand_receptor_pair
2BYM,duplicate_ligand_receptor_pair
2C1M,KEEP
2C1T,KEEP
2C1T,duplicate_ligand_receptor_pair
2C7M,KEEP
2C7N,duplicate_ligand_receptor_pair
2C7N,duplicate_ligand_receptor_pair
2C7N,duplicate_ligand_receptor_pair
2C7N,duplicate_ligand_receptor_pair
2C7N,duplicate_ligand_receptor_pair
2C7N,duplicate_ligand_receptor_pair
2CJS,KEEP
2CPK,KEEP
2D10,KEEP
2D10,duplicate_ligand_receptor_pair
2D10,duplicate_ligand_receptor_pair
2D10,duplicate_ligand_receptor_pair
2D1K,KEEP
2DEN,KEEP
2DJY,KEEP
2DSP,KEEP
2DSQ,duplicate_pdb
2DSR,KEEP
2DX5,KEEP
2EFD,KEEP
2EFD,duplicate_ligand_receptor_pair
2EFH,KEEP
2EFH,duplicate_ligand_receptor_pair
2ES4,KEEP
2ES4,duplicate_ligand_receptor_pair
2F31,KEEP
2F4M,KEEP
2F5Z,KEEP
2F6A,KEEP
2F6A,duplicate_ligand_receptor_pair
2F9Z,KEEP
2F9Z,duplicate_ligand_receptor_pair
2FDB,KEEP
2FDB,duplicate_ligand_receptor_pair
2FEW,KEEP
2FTL,duplicate_pdb
2FTM,KEEP
2FU5,KEEP
2FU5,duplicate_ligand_receptor_pair
2FUH,KEEP
2FYL,KEEP
2G2U,duplicate_pdb
2G45,KEEP
2G45,duplicate_ligand_receptor_pair
2G81,KEEP
2G9H,KEEP
2GH0,KEEP
2GL7,KEEP
2GL7,duplicate_ligand_receptor_pair
2GOX,duplicate_pdb
2GOX,duplicate_pdb
2GWW,KEEP
2H4M,KEEP
2H4M,duplicate_ligand_receptor_pair
2H62,KEEP
2H64,KEEP
2HD5,KEEP
2HQS,duplicate_pdb
2HQS,duplicate_pdb
2HQS,duplicate_pdb
2HQW,KEEP
2HRK,duplicate_pdb
2HSQ,KEEP
2HTH,KEEP
2HWN,KEEP
2HWN,duplicate_ligand_receptor_pair
2I25,duplicate_pdb
2I25,duplicate_pdb
2I26,duplicate_pdb
2I26,duplicate_pdb
2I26,duplicate_pdb
2I32,KEEP
2I32,duplicate_ligand_receptor_pair
2I3S,KEEP
2I3S,duplicate_ligand_receptor_pair
2I3S,duplicate_ligand_receptor_pair
2I3T,KEEP
2I3T,duplicate_ligand_receptor_pair
2I3T,duplicate_ligand_receptor_pair
2I3T,duplicate_ligand_receptor_pair
2I5Y,KEEP
2I5Y,duplicate_ligand_receptor_pair
2I60,KEEP
2I60,duplicate_ligand_receptor_pair
2I9B,duplicate_pdb
2I9B,duplicate_pdb
2I9B,duplicate_pdb
2IBF,KEEP
2IFF,KEEP
2IFG,KEEP
2IHS,KEEP
2IHS,duplicate_ligand_receptor_pair
2IJ0,KEEP
2IJO,KEEP
2IOU,KEEP
2IWG,KEEP
2IXQ,KEEP
2IY0,KEEP
2IY1,KEEP
2IY1,duplicate_ligand_receptor_pair
2IYB,KEEP
2IYB,duplicate_ligand_receptor_pair
2IYB,duplicate_ligand_receptor_pair
2IYB,duplicate_ligand_receptor_pair
2J0T,duplicate_pdb
2J0T,duplicate_pdb
2J0T,duplicate_pdb
2J59,KEEP
2J59,duplicate_ligand_receptor_pair
2J59,duplicate_ligand_receptor_pair
2J59,duplicate_ligand_receptor_pair
2J59,duplicate_ligand_receptor_pair
2J59,duplicate_ligand_receptor_pair
2J6E,duplicate_pdb
2J6E,duplicate_pdb
2J7P,KEEP
2J7P,duplicate_ligand_receptor_pair
2J8S,KEEP
2J8X,KEEP
2J8X,duplicate_ligand_receptor_pair
2JEL,duplicate_pdb
2JGZ,KEEP
2JIX,duplicate_pdb
2JIX,duplicate_pdb
2JJS,KEEP
2JJS,duplicate_ligand_receptor_pair
2JJT,KEEP
2JJT,duplicate_ligand_receptor_pair
2JKI,KEEP
2JKI,duplicate_ligand_receptor_pair
2JKI,duplicate_ligand_receptor_pair
2JOD,KEEP
2JT4,KEEP
2JTI,KEEP
2JTT,KEEP
2JU0,KEEP
2JY6,KEEP
2JZN,duplicate_ligand_receptor_pair
2K05,KEEP
2K2S,KEEP
2K2U,KEEP
2K3S,KEEP
2K3U,KEEP
2K42,KEEP
2K5B,KEEP
2K6D,KEEP
2K79,KEEP
2K7A,duplicate_ligand_receptor_pair
2K8B,KEEP
2K8C,KEEP
2K8F,KEEP
2KA4,KEEP
2KA6,KEEP
2KBW,KEEP
2KC8,KEEP
2KDE,KEEP
2KGX,KEEP
2KHS,KEEP
2KI4,KEEP
2KI4,duplicate_ligand_receptor_pair
2KJ4,KEEP
2KNB,KEEP
2KQS,KEEP
2KRI,KEEP
2KT5,KEEP
2KTF,KEEP
2KVQ,KEEP
2KWI,KEEP
2KWJ,KEEP
2KWK,KEEP
2KWO,duplicate_ligand_receptor_pair
2KWU,KEEP
2KWV,KEEP
2KXH,KEEP
2KXW,KEEP
2KYG,KEEP
2L0F,KEEP
2L0T,KEEP
2L14,KEEP
2L1L,KEEP
2L29,KEEP
2L2L,KEEP
2L9S,KEEP
2LD7,KEEP
2LEH,KEEP
2LFW,KEEP
2LKM,KEEP
2LNH,KEEP
2LNK,KEEP
2LOX,KEEP
2LP0,KEEP
2LP4,KEEP
2LPB,KEEP
2LQC,KEEP
2LQH,KEEP
2LUH,KEEP
2LVO,KEEP
2LVP,KEEP
2LVQ,KEEP
2LWW,KEEP
2LXM,KEEP
2LXP,KEEP
2LY4,KEEP
2LZ6,KEEP
2M04,KEEP
2M0G,KEEP
2M0J,KEEP
2M49,KEEP
2M49,duplicate_ligand_receptor_pair
2M55,KEEP
2M5A,KEEP
2M5B,KEEP
2M86,KEEP
2MA9,KEEP
2MAK,KEEP
2MBB,KEEP
2MCN,KEEP
2MEJ,KEEP
2MFQ,KEEP
2MJ5,KEEP
2MJW,KEEP
2MKC,KEEP
2MLX,KEEP
2MLY,KEEP
2MLZ,KEEP
2MNU,KEEP
2MP0,KEEP
2MRE,KEEP
2MRO,KEEP
2MTA,duplicate_pdb
2MUR,KEEP
2MV7,KEEP
2MWS,KEEP
2MZD,KEEP
2N01,KEEP
2N13,KEEP
2N1D,KEEP
2N2H,KEEP
2N73,KEEP
2N8J,KEEP
2NBV,KEEP
2NOJ,duplicate_pdb
2NOJ,duplicate_pdb
2NOJ,duplicate_pdb
2NQD,KEEP
2NUP,KEEP
2NUT,duplicate_ligand_receptor_pair
2NYZ,duplicate_pdb
2NZ1,KEEP
2O8V,KEEP
2O98,KEEP
2ODG,KEEP
2ODY,KEEP
2ODY,duplicate_ligand_receptor_pair
2OIN,KEEP
2OJE,KEEP
2OJE,duplicate_ligand_receptor_pair
2OMT,KEEP
2OMU,KEEP
2OMV,KEEP
2OMW,KEEP
2OMX,KEEP
2OMY,KEEP
2OMZ,KEEP
2ONL,KEEP
2ONL,duplicate_ligand_receptor_pair
2OOB,duplicate_pdb
2OT3,KEEP
2OT8,KEEP
2OT8,duplicate_ligand_receptor_pair
2OTK,KEEP
2OZA,duplicate_pdb
2P1L,KEEP
2P1L,duplicate_ligand_receptor_pair
2P1L,duplicate_ligand_receptor_pair
2P1L,duplicate_ligand_receptor_pair
2P3F,KEEP
2P5T,KEEP
2P5T,duplicate_ligand_receptor_pair
2P5T,duplicate_ligand_receptor_pair
2P5T,duplicate_ligand_receptor_pair
2P8Q,KEEP
2PCC,KEEP
2PCC,duplicate_ligand_receptor_pair
2PHE,KEEP
2PJY,KEEP
2PKG,KEEP
2PKG,duplicate_ligand_receptor_pair
2PMS,KEEP
2PMS,duplicate_ligand_receptor_pair
2PON,KEEP
2POP,KEEP
2POP,duplicate_ligand_receptor_pair
2PSM,KEEP
2PSM,duplicate_ligand_receptor_pair
2PTT,KEEP
2PW8,KEEP
2PX9,KEEP
2Q0O,KEEP
2Q5D,duplicate_ligand_receptor_pair
2Q5D,duplicate_ligand_receptor_pair
2Q7N,KEEP
2Q7N,duplicate_ligand_receptor_pair
2QC1,KEEP
2QEJ,KEEP
2QHO,KEEP
2QHO,duplicate_ligand_receptor_pair
2QHO,duplicate_ligand_receptor_pair
2QHO,duplicate_ligand_receptor_pair
2QIY,KEEP
2QIY,duplicate_ligand_receptor_pair
2QJA,KEEP
2QJB,KEEP
2QNA,KEEP
2QXV,KEEP
2R9P,KEEP
2R9P,duplicate_ligand_receptor_pair
2R9P,duplicate_ligand_receptor_pair
2R9P,duplicate_ligand_receptor_pair
2RA3,KEEP
2RF9,KEEP
2RF9,duplicate_ligand_receptor_pair
2RMK,KEEP
2RMS,KEEP
2RNR,KEEP
2ROZ,KEEP
2RR3,KEEP
2RU4,KEEP
2RUK,KEEP
2RVB,KEEP
2UXN,KEEP
2UYZ,KEEP
2V1D,KEEP
2V2W,duplicate_ligand_receptor_pair
2V2W,duplicate_ligand_receptor_pair
2V3B,KEEP
2V4Z,KEEP
2V51,KEEP
2V52,duplicate_ligand_receptor_pair
2V5Q,KEEP
2V5Q,duplicate_ligand_receptor_pair
2V6X,KEEP
2V8S,KEEP
2V9T,KEEP
2VAY,duplicate_ligand_receptor_pair
2VDA,KEEP
2VE7,KEEP
2VE7,duplicate_ligand_receptor_pair
2VER,KEEP
2VLJ,KEEP
2VOF,KEEP
2VOG,KEEP
2VOH,KEEP
2VOI,KEEP
2VSM,KEEP
2W19,KEEP
2W19,duplicate_ligand_receptor_pair
2W2M,KEEP
2W2X,KEEP
2W2X,duplicate_ligand_receptor_pair
2W80,KEEP
2W80,duplicate_ligand_receptor_pair
2W80,duplicate_ligand_receptor_pair
2W80,duplicate_ligand_receptor_pair
2W81,duplicate_ligand_receptor_pair
2W81,duplicate_ligand_receptor_pair
2W81,duplicate_ligand_receptor_pair
2W83,KEEP
2W84,KEEP
2W8B,KEEP
2W8B,duplicate_ligand_receptor_pair
2W8B,duplicate_ligand_receptor_pair
2W8B,duplicate_ligand_receptor_pair
2WBY,KEEP
2WBY,duplicate_ligand_receptor_pair
2WD5,KEEP
2WEL,KEEP
2WFX,KEEP
2WG3,KEEP
2WG3,duplicate_ligand_receptor_pair
2WG4,KEEP
2WH6,KEEP
2WII,KEEP
2WJV,KEEP
2WJV,duplicate_ligand_receptor_pair
2WO2,KEEP
2WO3,KEEP
2WP0,KEEP
2WP3,KEEP
2WPT,duplicate_pdb
2WQZ,KEEP
2WQZ,duplicate_ligand_receptor_pair
2WUB,duplicate_pdb
2WUB,duplicate_pdb
2WUC,KEEP
2WUS,KEEP
2WVW,KEEP
2WWK,duplicate_ligand_receptor_pair
2WWX,KEEP
2WX0,KEEP
2WX0,duplicate_ligand_receptor_pair
2WY2,KEEP
2WY3,KEEP
2WY3,duplicate_ligand_receptor_pair
2WY8,KEEP
2X1W,KEEP
2X1W,duplicate_ligand_receptor_pair
2X1X,KEEP
2X2D,KEEP
2X2D,duplicate_ligand_receptor_pair
2X89,duplicate_pdb
2X89,duplicate_pdb
2X9A,duplicate_pdb
2XA0,KEEP
2XA0,duplicate_ligand_receptor_pair
2XB6,KEEP
2XB6,duplicate_ligand_receptor_pair
2XBB,KEEP
2XBB,duplicate_ligand_receptor_pair
2XDF,KEEP
2XGY,KEEP
2XHE,KEEP
2XNS,KEEP
2XNS,duplicate_ligand_receptor_pair
2XPX,KEEP
2XQR,KEEP
2XQR,duplicate_ligand_receptor_pair
2XQR,duplicate_ligand_receptor_pair
2XQR,duplicate_ligand_receptor_pair
2XQR,duplicate_ligand_receptor_pair
2XQR,duplicate_ligand_receptor_pair
2XQW,KEEP
2XTJ,duplicate_pdb
2XTT,KEEP
2XZD,KEEP
2XZD,duplicate_ligand_receptor_pair
2XZE,KEEP
2XZE,duplicate_ligand_receptor_pair
2Y0B,KEEP
2Y0B,duplicate_ligand_receptor_pair
2Y48,KEEP
2Y5B,KEEP
2Y5B,duplicate_ligand_receptor_pair
2Y6T,KEEP
2Y6T,duplicate_ligand_receptor_pair
2Y8S,KEEP
2Y8S,duplicate_ligand_receptor_pair
2Y8T,KEEP
2Y8T,duplicate_ligand_receptor_pair
2Y9M,KEEP
2YBR,KEEP
2YBR,duplicate_ligand_receptor_pair
2YBR,duplicate_ligand_receptor_pair
2YGG,KEEP
2YPL,KEEP
2YPV,duplicate_pdb
2YQ7,KEEP
2YVJ,KEEP
2Z34,KEEP
2Z3Q,KEEP
2Z3Q,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z3R,duplicate_ligand_receptor_pair
2Z58,KEEP
2Z8V,KEEP
2Z8V,duplicate_ligand_receptor_pair
2Z8W,KEEP
2Z8W,duplicate_ligand_receptor_pair
2ZA4,KEEP
2ZA4,duplicate_ligand_receptor_pair
2ZVK,KEEP
2ZVK,duplicate_ligand_receptor_pair
2ZVK,duplicate_ligand_receptor_pair
2ZVN,KEEP
2ZVN,duplicate_ligand_receptor_pair
2ZVO,duplicate_ligand_receptor_pair
2ZXX,KEEP
2ZXX,duplicate_ligand_receptor_pair
3AA0,KEEP
3AA6,KEEP
3AJB,KEEP
3ALZ,KEEP
3AON,KEEP
3AU4,KEEP
3AY4,KEEP
3B08,KEEP
3B08,duplicate_ligand_receptor_pair
3B08,duplicate_ligand_receptor_pair
3B08,duplicate_ligand_receptor_pair
3B23,KEEP
3B4V,duplicate_pdb
3B4V,duplicate_pdb
3B4V,duplicate_pdb
3B4V,duplicate_pdb
6S29,KEEP
6S29,duplicate_ligand_receptor_pair
3B9F,KEEP
3BEG,KEEP
3BG4,KEEP
3BH6,KEEP
3BIK,KEEP
3BIW,duplicate_ligand_receptor_pair
3BIW,duplicate_ligand_receptor_pair
3BIW,duplicate_ligand_receptor_pair
3BK3,duplicate_pdb
3BLH,KEEP
3BN3,KEEP
3BP8,duplicate_pdb
3BPL,KEEP
3BPN,KEEP
3BPO,KEEP
3BS5,KEEP
3BX1,duplicate_pdb
3BZD,duplicate_pdb
3C4M,KEEP
3C4M,duplicate_ligand_receptor_pair
3C4O,KEEP
3C4P,KEEP
3C66,KEEP
3C66,duplicate_ligand_receptor_pair
3C9A,KEEP
3C9A,duplicate_ligand_receptor_pair
3CH5,KEEP
3CHW,KEEP
3CQC,KEEP
3CQG,duplicate_ligand_receptor_pair
3CQX,KEEP
3CRK,KEEP
3CX6,KEEP
3CX7,KEEP
3CX8,KEEP
3D1M,KEEP
3D1M,duplicate_ligand_receptor_pair
3D39,KEEP
3D3V,KEEP
3D5O,KEEP
3D5R,KEEP
3D5S,KEEP
3D7T,KEEP
3D7U,KEEP
3D7U,duplicate_ligand_receptor_pair
3DA7,KEEP
3DA7,duplicate_ligand_receptor_pair
3DA7,duplicate_ligand_receptor_pair
3DA7,duplicate_ligand_receptor_pair
3DCO,KEEP
3DDC,KEEP
3DGC,KEEP
3DGC,duplicate_ligand_receptor_pair
3DI2,KEEP
3DI2,duplicate_ligand_receptor_pair
3DI3,KEEP
3DOE,KEEP
3DVM,KEEP
3DVU,KEEP
3DVU,duplicate_ligand_receptor_pair
3DXC,KEEP
3DXC,duplicate_ligand_receptor_pair
3DXD,KEEP
3DXD,duplicate_ligand_receptor_pair
3DXE,KEEP
3DXE,duplicate_ligand_receptor_pair
3E1Z,KEEP
3E2H,duplicate_pdb
3E2K,KEEP
3E2K,duplicate_ligand_receptor_pair
3E2L,duplicate_ligand_receptor_pair
3E2L,duplicate_ligand_receptor_pair
3E2U,KEEP
3E2U,duplicate_ligand_receptor_pair
3E2U,duplicate_ligand_receptor_pair
3E2U,duplicate_ligand_receptor_pair
3EAB,KEEP
3EAB,duplicate_ligand_receptor_pair
3EAB,duplicate_ligand_receptor_pair
3EAB,duplicate_ligand_receptor_pair
3EAB,duplicate_ligand_receptor_pair
3EAB,duplicate_ligand_receptor_pair
3ECH,KEEP
3EG5,duplicate_pdb
3EGG,KEEP
3EGG,duplicate_ligand_receptor_pair
3EIQ,KEEP
3EJH,KEEP
3EJH,duplicate_ligand_receptor_pair
3EJJ,KEEP
3EOY,KEEP
3EOY,duplicate_ligand_receptor_pair
3ETB,duplicate_pdb
3ETB,duplicate_pdb
3ETB,duplicate_pdb
3ETB,duplicate_pdb
3EW3,KEEP
3F1P,duplicate_pdb
3F4Y,KEEP
3F50,KEEP
3F5C,KEEP
3F7P,KEEP
3F7P,duplicate_ligand_receptor_pair
3FF7,KEEP
3FF8,KEEP
3FFC,KEEP
3FFC,duplicate_ligand_receptor_pair
3FHC,KEEP
3FIE,KEEP
3FIE,duplicate_ligand_receptor_pair
3FII,KEEP
3FJU,KEEP
3FKU,duplicate_pdb
3FKU,duplicate_pdb
3FKU,duplicate_pdb
3FKU,duplicate_pdb
3FKU,duplicate_pdb
3FKU,duplicate_pdb
3FP6,KEEP
3FPU,KEEP
3FSH,KEEP
3FXD,KEEP
3G3A,KEEP
3G3A,duplicate_ligand_receptor_pair
3G3A,duplicate_ligand_receptor_pair
3G3A,duplicate_ligand_receptor_pair
3G3B,KEEP
3G3B,duplicate_ligand_receptor_pair
3G3B,duplicate_ligand_receptor_pair
3G3B,duplicate_ligand_receptor_pair
3G6D,duplicate_pdb
3G7A,KEEP
3G7Z,KEEP
3G9V,KEEP
3G9V,duplicate_ligand_receptor_pair
3G9W,KEEP
3G9W,duplicate_ligand_receptor_pair
3GB8,KEEP
3GC3,KEEP
3GD1,KEEP
3GJ3,KEEP
3GJ4,duplicate_ligand_receptor_pair
3GJ4,duplicate_ligand_receptor_pair
3GJ5,KEEP
3GJ5,duplicate_ligand_receptor_pair
3GJ6,duplicate_ligand_receptor_pair
3GJ7,KEEP
3GJ7,duplicate_ligand_receptor_pair
3GJ8,KEEP
3GJ8,duplicate_ligand_receptor_pair
3GJN,KEEP
3GMW,KEEP
3GMW,duplicate_ligand_receptor_pair
3GNI,KEEP
3GQI,KEEP
3GS2,KEEP
3GSN,duplicate_pdb
3GTY,KEEP
3GXU,KEEP
3H2U,KEEP
3H2V,duplicate_pdb
3H2V,duplicate_pdb
3H2V,duplicate_pdb
3H3G,KEEP
3H6S,KEEP
3H6S,duplicate_ligand_receptor_pair
3H6S,duplicate_ligand_receptor_pair
3H6S,duplicate_ligand_receptor_pair
3H7B,KEEP
3H7B,duplicate_ligand_receptor_pair
3H8D,KEEP
3H8D,duplicate_ligand_receptor_pair
3H8K,KEEP
3H9H,KEEP
3H9H,duplicate_ligand_receptor_pair
3HCT,KEEP
3HCU,duplicate_ligand_receptor_pair
3HE6,KEEP
3HE7,KEEP
3HG0,KEEP
3HH2,duplicate_pdb
3HO5,KEEP
3HPW,duplicate_ligand_receptor_pair
3HTU,KEEP
3HTU,duplicate_ligand_receptor_pair
3HTU,duplicate_ligand_receptor_pair
3HTU,duplicate_ligand_receptor_pair
3HUG,KEEP
3HUJ,KEEP
3HUJ,duplicate_ligand_receptor_pair
3IA3,KEEP
3IA3,duplicate_ligand_receptor_pair
3IDB,KEEP
3IDC,KEEP
3IDX,duplicate_pdb
3IDY,duplicate_pdb
3IDY,duplicate_pdb
3IFQ,KEEP
3IFQ,duplicate_ligand_receptor_pair
3IM4,KEEP
3INB,KEEP
3INB,duplicate_ligand_receptor_pair
3IT8,KEEP
3IT8,duplicate_ligand_receptor_pair
3IXA,KEEP
3IXA,duplicate_ligand_receptor_pair
3IXS,KEEP
3IXS,duplicate_ligand_receptor_pair
3IXS,duplicate_ligand_receptor_pair
3IXS,duplicate_ligand_receptor_pair
3IXS,duplicate_ligand_receptor_pair
3IXS,duplicate_ligand_receptor_pair
3JSV,KEEP
3JVF,KEEP
3JZA,KEEP
3K1R,KEEP
3K2M,KEEP
3K2M,duplicate_ligand_receptor_pair
3K2U,KEEP
3K3Q,KEEP
3K6G,KEEP
3K6G,duplicate_ligand_receptor_pair
3K6G,duplicate_ligand_receptor_pair
3K75,duplicate_pdb
3K8P,KEEP
3K9M,KEEP
3K9M,duplicate_ligand_receptor_pair
3KBT,KEEP
3KBT,duplicate_ligand_receptor_pair
3KJ0,KEEP
3KJ1,KEEP
3KJ2,duplicate_ligand_receptor_pair
3KLS,KEEP
3KLS,duplicate_ligand_receptor_pair
3KNB,KEEP
3KPR,KEEP
3KPR,duplicate_ligand_receptor_pair
3KPS,KEEP
3KUC,KEEP
3KV4,KEEP
3KW5,KEEP
3KYI,KEEP
3KZ0,KEEP
3KZ0,duplicate_ligand_receptor_pair
3KZ1,KEEP
3KZ1,duplicate_ligand_receptor_pair
3L33,KEEP
3L33,duplicate_ligand_receptor_pair
3L33,duplicate_ligand_receptor_pair
3L33,duplicate_ligand_receptor_pair
3L5N,KEEP
3L89,duplicate_pdb
3L89,duplicate_pdb
3L89,duplicate_pdb
3L89,duplicate_pdb
3L9J,KEEP
3LAQ,KEEP
3LAQ,duplicate_ligand_receptor_pair
3LB6,duplicate_pdb
3LB8,KEEP
3LB8,duplicate_ligand_receptor_pair
3LBX,KEEP
3LK2,KEEP
3LK3,KEEP
3LMS,KEEP
3M0A,KEEP
3M18,KEEP
3M9D,KEEP
3M9D,duplicate_ligand_receptor_pair
3MA2,KEEP
3MA2,duplicate_ligand_receptor_pair
3MC0,KEEP
3MC0,duplicate_ligand_receptor_pair
3MCA,KEEP
3ME2,KEEP
3MHP,KEEP
3MJ7,KEEP
3MJH,KEEP
3MJH,duplicate_ligand_receptor_pair
3MV7,KEEP
3MV8,duplicate_ligand_receptor_pair
3MV9,duplicate_ligand_receptor_pair
3MZW,duplicate_pdb
3NH7,duplicate_pdb
3NOC,KEEP
3NOG,KEEP
3NPS,duplicate_pdb
3NPZ,KEEP
3NVQ,duplicate_pdb
3O34,KEEP
3O40,KEEP
3O43,KEEP
3O4O,KEEP
3O5T,KEEP
3O6B,KEEP
3O6B,duplicate_ligand_receptor_pair
3O6B,duplicate_ligand_receptor_pair
3O6B,duplicate_ligand_receptor_pair
3O6B,duplicate_ligand_receptor_pair
3O6F,KEEP
3O6Q,KEEP
3O8X,KEEP
3O9W,KEEP
3OAK,KEEP
3OAK,duplicate_ligand_receptor_pair
3OED,KEEP
3OED,duplicate_ligand_receptor_pair
3OGO,duplicate_pdb
3OHM,KEEP
3OIQ,KEEP
3OJ2,KEEP
3OJ2,duplicate_ligand_receptor_pair
3OJM,KEEP
3OKY,KEEP
3OL2,KEEP
3OLM,KEEP
3ONA,KEEP
3ONL,KEEP
3ONW,KEEP
3ONW,duplicate_ligand_receptor_pair
3OPZ,KEEP
3OPZ,duplicate_ligand_receptor_pair
3OPZ,duplicate_ligand_receptor_pair
3ORV,KEEP
3OSL,KEEP
3OSL,duplicate_ligand_receptor_pair
3OUN,KEEP
3OUW,KEEP
3OUX,KEEP
3OWT,KEEP
3OXU,KEEP
3OXU,duplicate_ligand_receptor_pair
3OXU,duplicate_ligand_receptor_pair
3P0Y,KEEP
3P11,duplicate_pdb
3P6Z,KEEP
3P6Z,duplicate_ligand_receptor_pair
3P71,KEEP
3P8M,KEEP
3P92,KEEP
3P95,KEEP
3P9W,KEEP
