pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm,temperature_k
3QBV,missing_temperature,,,,OTHER,,,,,,
3QC8,missing_temperature,,,,OTHER,,,,,,
3QDG,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QDJ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QDM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QEQ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QHT,missing_temperature,,,,OTHER,,,,,,
3QHT,missing_temperature,,,,OTHER,,,,,,
3QHY,missing_temperature,,,,OTHER,,,,,,
3QI2,missing_temperature,,,,OTHER,,,,,,
3QI2,missing_temperature,,,,OTHER,,,,,,
3QIU,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QIW,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QLU,missing_temperature,,,,OTHER,,,,,,
3QLU,missing_temperature,,,,OTHER,,,,,,
3QML,missing_temperature,,,,OTHER,,,,,,
3QML,missing_temperature,,,,OTHER,,,,,,
3QQ8,missing_temperature,,,,OTHER,,,,,,
3QS7,missing_temperature,,,,OTHER,,,,,,
3QS7,missing_temperature,,,,OTHER,,,,,,
3QT2,missing_temperature,,,,OTHER,,,,,,
3QT2,missing_temperature,,,,OTHER,,,,,,
3QTL,missing_temperature,,,,OTHER,,,,,,
3QUX,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QUY,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QUZ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3QWQ,missing_temperature,,,,OTHER,,,,,,
3QWR,missing_temperature,,,,OTHER,,,,,,
3R0L,missing_temperature,,,,OTHER,,,,,,
3R2X,missing_temperature,,,,OTHER,,,,,,
3R4D,missing_temperature,,,,OTHER,,,,,,
3R4D,missing_temperature,,,,OTHER,,,,,,
3R85,missing_temperature,,,,OTHER,,,,,,
3R85,missing_temperature,,,,OTHER,,,,,,
3R85,missing_temperature,,,,OTHER,,,,,,
3R85,missing_temperature,,,,OTHER,,,,,,
3R9A,missing_temperature,,,,OTHER,,,,,,
3RBB,missing_temperature,,,,OTHER,,,,,,
3RBB,missing_temperature,,,,OTHER,,,,,,
3RDT,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RDZ,missing_temperature,,,,OTHER,,,,,,
3RDZ,missing_temperature,,,,OTHER,,,,,,
3REA,missing_temperature,,,,OTHER,,,,,,
3REA,missing_temperature,,,,OTHER,,,,,,
3REB,missing_temperature,,,,OTHER,,,,,,
3REB,missing_temperature,,,,OTHER,,,,,,
3RGF,missing_temperature,,,,OTHER,,,,,,
3RGV,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RKD,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3RKD,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3RO2,missing_temperature,,,,OTHER,,,,,,
3RPG,missing_temperature,,,,OTHER,,,,,,
3RT0,missing_temperature,,,,OTHER,,,,,,
3RT0,missing_temperature,,,,OTHER,,,,,,
3RTQ,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RUG,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RUG,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RVV,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3RY6,missing_temperature,,,,OTHER,,,,,,
3RZC,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3RZW,missing_temperature,,,,OTHER,,,,,,
3RZW,missing_temperature,,,,OTHER,,,,,,
3S2K,missing_temperature,,,,OTHER,,,,,,
3S4S,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3S4S,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3S5L,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3S5L,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3S8V,missing_temperature,,,,OTHER,,,,,,
3SCM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3SDA,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3SDC,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3SDD,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3SF4,missing_temperature,,,,OTHER,,,,,,
3SF4,missing_temperature,,,,OTHER,,,,,,
3SF4,missing_temperature,,,,OTHER,,,,,,
3SGK,missing_temperature,,,,OTHER,,,,,,
3SIP,missing_temperature,,,,OTHER,,,,,,
3SIP,missing_temperature,,,,OTHER,,,,,,
3SJA,missing_temperature,,,,OTHER,,,,,,
3SJA,missing_temperature,,,,OTHER,,,,,,
3SJA,missing_temperature,,,,OTHER,,,,,,
3SJD,missing_temperature,,,,OTHER,,,,,,
3SJD,missing_temperature,,,,OTHER,,,,,,
3SJH,missing_temperature,,,,OTHER,,,,,,
3SKU,missing_temperature,,,,OTHER,,,,,,
3SKU,missing_temperature,,,,OTHER,,,,,,
3SKU,missing_temperature,,,,OTHER,,,,,,
3SO3,missing_temperature,,,,OTHER,,,,,,
3SQO,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3SRI,missing_temperature,,,,OTHER,,,,,,
3SUA,missing_temperature,,,,OTHER,,,,,,
3SUA,missing_temperature,,,,OTHER,,,,,,
3SUA,missing_temperature,,,,OTHER,,,,,,
3SYN,missing_temperature,,,,OTHER,,,,,,
3SYN,missing_temperature,,,,OTHER,,,,,,
3SYN,missing_temperature,,,,OTHER,,,,,,
3SYN,missing_temperature,,,,OTHER,,,,,,
3T04,missing_temperature,,,,OTHER,,,,,,
3T0Y,missing_temperature,,,,OTHER,,,,,,
3T1Q,missing_temperature,,,,OTHER,,,,,,
3T6G,missing_temperature,,,,OTHER,,,,,,
3T6G,missing_temperature,,,,OTHER,,,,,,
3TAC,missing_temperature,,,,OTHER,,,,,,
3TEI,missing_temperature,,,,OTHER,,,,,,
3TG1,missing_temperature,,,,OTHER,,,,,,
3THM,missing_temperature,,,,OTHER,,,,,,
3TJE,missing_temperature,,,,OTHER,,,,,,
3TJZ,missing_temperature,,,,OTHER,,,,,,
3TJZ,missing_temperature,,,,OTHER,,,,,,
3TKL,missing_temperature,,,,OTHER,,,,,,
3TL8,missing_temperature,,,,OTHER,,,,,,
3TL8,missing_temperature,,,,OTHER,,,,,,
3TL8,missing_temperature,,,,OTHER,,,,,,
3TL8,missing_temperature,,,,OTHER,,,,,,
3TN0,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3TNF,missing_temperature,,,,OTHER,,,,,,
3TO4,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3TQ7,missing_temperature,,,,OTHER,,,,,,
3TSR,missing_temperature,,,,OTHER,,,,,,
3TSR,missing_temperature,,,,OTHER,,,,,,
3TSR,missing_temperature,,,,OTHER,,,,,,
3TSR,missing_temperature,,,,OTHER,,,,,,
3TU3,missing_temperature,,,,OTHER,,,,,,
3TVJ,missing_temperature,,,,OTHER,,,,,,
3TVM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3TVM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3TWI,missing_temperature,,,,OTHER,,,,,,
3TZ1,missing_temperature,,,,OTHER,,,,,,
3U1J,missing_temperature,,,,OTHER,,,,,,
3U43,missing_temperature,,,,OTHER,,,,,,
3U82,missing_temperature,,,,OTHER,,,,,,
3U8X,missing_temperature,,,,OTHER,,,,,,
3U8X,missing_temperature,,,,OTHER,,,,,,
3U9D,missing_temperature,,,,OTHER,,,,,,
3U9D,missing_temperature,,,,OTHER,,,,,,
3U9Z,missing_temperature,,,,OTHER,,,,,,
3UAI,missing_temperature,,,,OTHER,,,,,,
3UAJ,missing_temperature,,,,OTHER,,,,,,
3UEZ,missing_temperature,,,,OTHER,,,,,,
3UEZ,missing_temperature,,,,OTHER,,,,,,
3UIR,missing_temperature,,,,OTHER,,,,,,
3UIR,missing_temperature,,,,OTHER,,,,,,
3UKW,missing_temperature,,,,OTHER,,,,,,
3UKX,missing_temperature,,,,OTHER,,,,,,
3UKZ,missing_temperature,,,,OTHER,,,,,,
3UL0,missing_temperature,,,,OTHER,,,,,,
3UL1,missing_temperature,,,,OTHER,,,,,,
3UL4,missing_temperature,,,,OTHER,,,,,,
3ULA,missing_temperature,,,,OTHER,,,,,,
3ULA,missing_temperature,,,,OTHER,,,,,,
3UTS,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3UTS,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3UX9,missing_temperature,,,,OTHER,,,,,,
3UX9,missing_temperature,,,,OTHER,,,,,,
3UYO,missing_temperature,,,,OTHER,,,,,,
3UYP,missing_temperature,,,,OTHER,,,,,,
3UZ0,missing_temperature,,,,OTHER,,,,,,
3UZ0,missing_temperature,,,,OTHER,,,,,,
3UZE,missing_temperature,,,,OTHER,,,,,,
3UZE,missing_temperature,,,,OTHER,,,,,,
3UZQ,missing_temperature,,,,OTHER,,,,,,
3UZV,missing_temperature,,,,OTHER,,,,,,
3V1C,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V3K,missing_temperature,,,,OTHER,,,,,,
3V4Y,missing_temperature,,,,OTHER,,,,,,
3V4Y,missing_temperature,,,,OTHER,,,,,,
3V4Y,missing_temperature,,,,OTHER,,,,,,
3V4Y,missing_temperature,,,,OTHER,,,,,,
3V62,missing_temperature,,,,OTHER,,,,,,
3V62,missing_temperature,,,,OTHER,,,,,,
3V6B,missing_temperature,,,,OTHER,,,,,,
3V6Z,missing_temperature,,,,OTHER,,,,,,
3V6Z,missing_temperature,,,,OTHER,,,,,,
3V96,missing_temperature,,,,OTHER,,,,,,
3VE0,missing_temperature,,,,OTHER,,,,,,
3VEP,missing_temperature,,,,OTHER,,,,,,
3VEP,missing_temperature,,,,OTHER,,,,,,
3VEP,missing_temperature,,,,OTHER,,,,,,
3VEP,missing_temperature,,,,OTHER,,,,,,
3VFM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFN,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFO,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFP,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFR,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFS,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFT,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFU,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFV,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VFW,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VG9,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3VH8,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VH8,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VHX,missing_temperature,,,,OTHER,,,,,,
3VHX,missing_temperature,,,,OTHER,,,,,,
3VPJ,missing_temperature,,,,OTHER,,,,,,
3VPJ,missing_temperature,,,,OTHER,,,,,,
3VPJ,missing_temperature,,,,OTHER,,,,,,
3VPJ,missing_temperature,,,,OTHER,,,,,,
3VUX,missing_temperature,,,,OTHER,,,,,,
3VUX,missing_temperature,,,,OTHER,,,,,,
3VUX,missing_temperature,,,,OTHER,,,,,,
3VV2,missing_temperature,,,,OTHER,,,,,,
3VWJ,missing_temperature,,,,OTHER,,,,,,
3VWK,missing_temperature,,,,OTHER,,,,,,
3VXR,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VXS,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VXU,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VXU,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
3VYR,missing_temperature,,,,OTHER,,,,,,
3VYS,missing_temperature,,,,OTHER,,,,,,
3VZA,missing_temperature,,,,OTHER,,,,,,
3VZA,missing_temperature,,,,OTHER,,,,,,
3W6J,missing_temperature,,,,OTHER,,,,,,
3W6J,missing_temperature,,,,OTHER,,,,,,
3W8H,missing_temperature,,,,OTHER,,,,,,
3W8I,missing_temperature,,,,OTHER,,,,,,
3WA0,missing_temperature,,,,OTHER,,,,,,
3WA5,missing_temperature,,,,OTHER,,,,,,
3WD5,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3WDG,missing_temperature,,,,OTHER,,,,,,
3WIH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3WIH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3WKN,missing_temperature,,,,OTHER,,,,,,
3WKN,missing_temperature,,,,OTHER,,,,,,
3WKN,missing_temperature,,,,OTHER,,,,,,
3WKN,missing_temperature,,,,OTHER,,,,,,
3WKT,missing_temperature,,,,OTHER,,,,,,
3WKT,missing_temperature,,,,OTHER,,,,,,
3WN5,missing_temperature,,,,OTHER,,,,,,
3WN5,missing_temperature,,,,OTHER,,,,,,
3WN7,missing_temperature,,,,OTHER,,,,,,
3WN7,missing_temperature,,,,OTHER,,,,,,
3WO3,missing_temperature,,,,OTHER,,,,,,
3WO4,missing_temperature,,,,OTHER,,,,,,
3WQB,missing_temperature,,,,OTHER,,,,,,
3WRX,missing_temperature,,,,OTHER,,,,,,
3WRX,missing_temperature,,,,OTHER,,,,,,
3WRY,missing_temperature,,,,OTHER,,,,,,
3WRY,missing_temperature,,,,OTHER,,,,,,
3WWK,missing_temperature,,,,OTHER,,,,,,
3WWK,missing_temperature,,,,OTHER,,,,,,
3WWK,missing_temperature,,,,OTHER,,,,,,
3WWK,missing_temperature,,,,OTHER,,,,,,
3WWN,missing_temperature,,,,OTHER,,,,,,
3WWQ,missing_temperature,,,,OTHER,,,,,,
3WWQ,missing_temperature,,,,OTHER,,,,,,
3WWQ,missing_temperature,,,,OTHER,,,,,,
3WWQ,missing_temperature,,,,OTHER,,,,,,
3ZET,missing_temperature,,,,OTHER,,,,,,
3ZEU,missing_temperature,,,,OTHER,,,,,,
3ZEU,missing_temperature,,,,OTHER,,,,,,
3ZIA,missing_temperature,,,,OTHER,,,,,,
3ZIA,missing_temperature,,,,OTHER,,,,,,
3ZJY,missing_temperature,,,,OTHER,,,,,,
3ZKQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
3ZNZ,missing_temperature,,,,OTHER,,,,,,
3ZO0,missing_temperature,,,,OTHER,,,,,,
3ZRZ,missing_temperature,,,,OTHER,,,,,,
3ZRZ,missing_temperature,,,,OTHER,,,,,,
3ZS8,missing_temperature,,,,OTHER,,,,,,
3ZS9,missing_temperature,,,,OTHER,,,,,,
3ZU7,missing_temperature,,,,OTHER,,,,,,
3ZUV,missing_temperature,,,,OTHER,,,,,,
3ZUV,missing_temperature,,,,OTHER,,,,,,
3ZV0,missing_temperature,,,,OTHER,,,,,,
3ZWH,missing_temperature,,,,OTHER,,,,,,
3ZWL,missing_temperature,,,,OTHER,,,,,,
3ZWL,missing_temperature,,,,OTHER,,,,,,
3ZWZ,missing_temperature,,,,OTHER,,,,,,
3ZYI,missing_temperature,,,,OTHER,,,,,,
3ZYJ,missing_temperature,,,,OTHER,,,,,,
3ZYJ,missing_temperature,,,,OTHER,,,,,,
4A1S,missing_temperature,,,,OTHER,,,,,,
4A1S,missing_temperature,,,,OTHER,,,,,,
4A1U,missing_temperature,,,,OTHER,,,,,,
4A49,missing_temperature,,,,OTHER,,,,,,
4A94,missing_temperature,,,,OTHER,,,,,,
4A94,missing_temperature,,,,OTHER,,,,,,
4AEI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AEI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AEI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AFQ,missing_temperature,,,,OTHER,,,,,,
4AFQ,missing_temperature,,,,OTHER,,,,,,
4AFZ,missing_temperature,,,,OTHER,,,,,,
4AFZ,missing_temperature,,,,OTHER,,,,,,
4AG2,missing_temperature,,,,OTHER,,,,,,
4AG2,missing_temperature,,,,OTHER,,,,,,
4AL8,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4ALA,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AM0,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4AN7,missing_temperature,,,,OTHER,,,,,,
4AOQ,missing_temperature,,,,OTHER,,,,,,
4AOQ,missing_temperature,,,,OTHER,,,,,,
4AOQ,missing_temperature,,,,OTHER,,,,,,
4AOR,missing_temperature,,,,OTHER,,,,,,
4AOR,missing_temperature,,,,OTHER,,,,,,
4AOR,missing_temperature,,,,OTHER,,,,,,
4AP2,missing_temperature,,,,OTHER,,,,,,
4APF,missing_temperature,,,,OTHER,,,,,,
4APX,missing_temperature,,,,OTHER,,,,,,
4AQE,missing_temperature,,,,OTHER,,,,,,
4ASW,missing_temperature,,,,OTHER,,,,,,
4AUO,missing_temperature,,,,OTHER,,,,,,
4AUO,missing_temperature,,,,OTHER,,,,,,
4AUQ,missing_temperature,,,,OTHER,,,,,,
4AWX,missing_temperature,,,,OTHER,,,,,,
4AYD,missing_temperature,,,,OTHER,,,,,,
4AYD,missing_temperature,,,,OTHER,,,,,,
4AYD,missing_temperature,,,,OTHER,,,,,,
4AYE,missing_temperature,,,,OTHER,,,,,,
4AYE,missing_temperature,,,,OTHER,,,,,,
4AYE,missing_temperature,,,,OTHER,,,,,,
4AYI,missing_temperature,,,,OTHER,,,,,,
4B1V,missing_temperature,,,,OTHER,,,,,,
4B1V,missing_temperature,,,,OTHER,,,,,,
4B1X,missing_temperature,,,,OTHER,,,,,,
4B1Y,missing_temperature,,,,OTHER,,,,,,
4B93,missing_temperature,,,,OTHER,,,,,,
4BD9,missing_temperature,,,,OTHER,,,,,,
4BJ5,missing_temperature,,,,OTHER,,,,,,
4BJ5,missing_temperature,,,,OTHER,,,,,,
4BKL,missing_temperature,,,,OTHER,,,,,,
4BKX,missing_temperature,,,,OTHER,,,,,,
4BOH,missing_temperature,,,,OTHER,,,,,,
4BPX,missing_temperature,,,,OTHER,,,,,,
4BPX,missing_temperature,,,,OTHER,,,,,,
4BQ6,missing_temperature,,,,OTHER,,,,,,
4BQ6,missing_temperature,,,,OTHER,,,,,,
4BQD,missing_temperature,,,,OTHER,,,,,,
4BQD,missing_temperature,,,,OTHER,,,,,,
4BRU,missing_temperature,,,,OTHER,,,,,,
4BRW,missing_temperature,,,,OTHER,,,,,,
4BSR,missing_temperature,,,,OTHER,,,,,,
4BWQ,missing_temperature,,,,OTHER,,,,,,
4BWQ,missing_temperature,,,,OTHER,,,,,,
4BWQ,missing_temperature,,,,OTHER,,,,,,
4BWQ,missing_temperature,,,,OTHER,,,,,,
4BXL,missing_temperature,,,,OTHER,,,,,,
4BYF,missing_temperature,,,,OTHER,,,,,,
4BYF,missing_temperature,,,,OTHER,,,,,,
4C1N,missing_temperature,,,,OTHER,,,,,,
4C1N,missing_temperature,,,,OTHER,,,,,,
4C1N,missing_temperature,,,,OTHER,,,,,,
4C1N,missing_temperature,,,,OTHER,,,,,,
4C2A,missing_temperature,,,,OTHER,,,,,,
4C2B,missing_temperature,,,,OTHER,,,,,,
4C2B,missing_temperature,,,,OTHER,,,,,,
4C2B,missing_temperature,,,,OTHER,,,,,,
4C2B,missing_temperature,,,,OTHER,,,,,,
4C4K,missing_temperature,,,,OTHER,,,,,,
4C4P,missing_temperature,,,,OTHER,,,,,,
4C5G,missing_temperature,,,,OTHER,,,,,,
4C7N,missing_temperature,,,,OTHER,,,,,,
4C99,missing_temperature,,,,OTHER,,,,,,
4C9B,missing_temperature,,,,OTHER,,,,,,
4CC4,missing_temperature,,,,OTHER,,,,,,
4CC4,missing_temperature,,,,OTHER,,,,,,
4CC4,missing_temperature,,,,OTHER,,,,,,
4CDK,missing_temperature,,,,OTHER,,,,,,
4CDK,missing_temperature,,,,OTHER,,,,,,
4CDK,missing_temperature,,,,OTHER,,,,,,
4CDK,missing_temperature,,,,OTHER,,,,,,
4CJ0,missing_temperature,,,,OTHER,,,,,,
4CJ1,missing_temperature,,,,OTHER,,,,,,
4CJ2,missing_temperature,,,,OTHER,,,,,,
4CJ2,missing_temperature,,,,OTHER,,,,,,
4CMH,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4CMM,missing_temperature,,,,OTHER,,,,,,
4CNI,missing_temperature,,,,OTHER,,,,,,
4CNI,missing_temperature,,,,OTHER,,,,,,
4CT0,missing_temperature,,,,OTHER,,,,,,
4CU4,missing_temperature,,,,OTHER,,,,,,
4CVW,missing_temperature,,,,OTHER,,,,,,
4D0G,missing_temperature,,,,OTHER,,,,,,
4D0N,missing_temperature,,,,OTHER,,,,,,
4D2G,missing_temperature,,,,OTHER,,,,,,
4D9Q,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4D9Q,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4D9R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4D9R,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DAY,missing_temperature,,,,OTHER,,,,,,
4DBG,missing_temperature,,,,OTHER,,,,,,
4DCK,missing_temperature,,,,OTHER,,,,,,
4DCN,missing_temperature,,,,OTHER,,,,,,
4DG4,missing_temperature,,,,OTHER,,,,,,
4DG4,missing_temperature,,,,OTHER,,,,,,
4DG4,missing_temperature,,,,OTHER,,,,,,
4DG4,missing_temperature,,,,OTHER,,,,,,
4DGE,missing_temperature,,,,OTHER,,,,,,
4DGE,missing_temperature,,,,OTHER,,,,,,
4DGI,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DH2,missing_temperature,,,,OTHER,,,,,,
4DH2,missing_temperature,,,,OTHER,,,,,,
4DI3,missing_temperature,,,,OTHER,,,,,,
4DID,missing_temperature,,,,OTHER,,,,,,
4DJ9,missing_temperature,,,,OTHER,,,,,,
4DJZ,missing_temperature,,,,OTHER,,,,,,
4DJZ,missing_temperature,,,,OTHER,,,,,,
4DKD,missing_temperature,,,,OTHER,,,,,,
4DKE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DKE,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DKF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DKF,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4DM6,missing_temperature,,,,OTHER,,,,,,
4DM6,missing_temperature,,,,OTHER,,,,,,
4DM8,missing_temperature,,,,OTHER,,,,,,
4DM8,missing_temperature,,,,OTHER,,,,,,
4DN4,missing_temperature,,,,OTHER,,,,,,
4DOH,missing_temperature,,,,OTHER,,,,,,
4DOH,missing_temperature,,,,OTHER,,,,,,
4DOQ,missing_temperature,,,,OTHER,,,,,,
4DOQ,missing_temperature,,,,OTHER,,,,,,
4DPG,missing_temperature,,,,OTHER,,,,,,
4DPG,missing_temperature,,,,OTHER,,,,,,
4DPG,missing_temperature,,,,OTHER,,,,,,
4DPG,missing_temperature,,,,OTHER,,,,,,
4DRA,missing_temperature,,,,OTHER,,,,,,
4DRA,missing_temperature,,,,OTHER,,,,,,
4DRX,missing_temperature,,,,OTHER,,,,,,
4DRX,missing_temperature,,,,OTHER,,,,,,
4DS8,missing_temperature,,,,OTHER,,,,,,
4DT1,missing_temperature,,,,OTHER,,,,,,
4DTG,missing_temperature,,,,OTHER,,,,,,
4DVG,missing_temperature,,,,OTHER,,,,,,
4DX8,missing_temperature,,,,OTHER,,,,,,
4DX8,missing_temperature,,,,OTHER,,,,,,
4DX8,missing_temperature,,,,OTHER,,,,,,
4DX8,missing_temperature,,,,OTHER,,,,,,
4DXA,missing_temperature,,,,OTHER,,,,,,
4DZU,missing_temperature,,,,OTHER,,,,,,
4DZV,missing_temperature,,,,OTHER,,,,,,
4.00E+41,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4.00E+41,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4EDW,missing_temperature,,,,OTHER,,,,,,
4EEE,missing_temperature,,,,OTHER,,,,,,
4EEF,missing_temperature,,,,OTHER,,,,,,
4EEF,missing_temperature,,,,OTHER,,,,,,
4EEF,missing_temperature,,,,OTHER,,,,,,
4EHQ,missing_temperature,,,,OTHER,,,,,,
4EI5,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4EI5,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4EIG,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4EIZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4EIZ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4EKC,missing_temperature,,,,OTHER,,,,,,
4EKC,missing_temperature,,,,OTHER,,,,,,
4ELM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4ELM,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4EN3,subgroup_filtered:TCR-pMHC,,,,TCR-pMHC,,,,,,
4EO5,missing_temperature,,,,OTHER,,,,,,
4EOZ,missing_temperature,,,,OTHER,,,,,,
4EQA,missing_temperature,,,,OTHER,,,,,,
4EQA,missing_temperature,,,,OTHER,,,,,,
4ETP,missing_temperature,,,,OTHER,,,,,,
4ETQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4ETQ,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4ETW,missing_temperature,,,,OTHER,,,,,,
4ETW,missing_temperature,,,,OTHER,,,,,,
4EUK,missing_temperature,,,,OTHER,,,,,,
4EXP,missing_temperature,,,,OTHER,,,,,,
4F0A,missing_temperature,,,,OTHER,,,,,,
4F0Z,missing_temperature,,,,OTHER,,,,,,
4F37,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4F37,subgroup_filtered:Antibody-Antigen,,,,Antibody-Antigen,,,,,,
4F38,missing_temperature,,,,OTHER,,,,,,
4F3F,missing_temperature,,,,OTHER,,,,,,
4F48,missing_temperature,,,,OTHER,,,,,,
4F6R,missing_temperature,,,,OTHER,,,,,,
4F9L,missing_temperature,,,,OTHER,,,,,,
